"OBJECTID","IRIS","X","Y","NUM","LET","TYPE_VOIE","LIBELLE_VOIE","SITUATION","CODE_ACTIVITE","LIBELLE_ACTIVITE","LIBELLE_REGROUPEMENT_8_POSTES","BIO","SURFACE","CC_ID","CC_NOM","CC_NIV","ORDRE","ARRONDISSEMENT","QUARTIER","REGROUPEMENT_8_POSTES"
70274,751041601,652855.2178,6.8614684942e6,28,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11344,4,16,5
70276,751041601,652849.9727,6.8614714382e6,30,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11345,4,16,5
70282,751041601,652769.1386,6.8615050589e6,35,"","RUE","SAINT LOUIS EN L ILE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11378,4,16,5
70284,751041601,652831.8072,6.8614814609e6,36,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11349,4,16,5
70289,751041601,652751.799,6.8615148236e6,39,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11383,4,16,5
70291,751041601,652745.4312,6.8615184031e6,41,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11384,4,16,5
70296,751041601,652802.5032,6.8614975772e6,46,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11354,4,16,5
70300,751041601,652775.5404,6.8615126498e6,50,"","RUE","SAINT LOUIS EN L ILE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",11415,4,16,5
70304,751041601,652703.485720553,6.86154150159322e6,51,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",11400,4,16,5
70324,751041601,652663.0151,6.8615641497e6,61,"","RUE","SAINT LOUIS EN L ILE","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11408,4,16,5
70332,751041601,652632.8158,6.8615808355e6,69,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11472,4,16,5
70339,751041601,652593.525640181,6.86160256003107e6,77,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11477,4,16,5
70347,751041601,652574.7617,6.8616130694e6,81,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",11481,4,16,5
70350,751041601,652618.1301,6.8616001167e6,84,"","RUE","SAINT LOUIS EN L ILE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",11460,4,16,5
70355,751041601,652585.082901921,6.86161850219878e6,92,"","RUE","SAINT LOUIS EN L ILE","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",11445,4,16,5
70389,751124624,655985.037231549,6.86075428661091e6,31,"","AV","SAINT MANDE","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",41991,12,46,5
70399,751124513,656190.2792,6.8607267781e6,47,"","AV","SAINT MANDE","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",41398,12,45,5
70435,751020602,651700.508926833,6.86356164272508e6,5,"","RUE","SAINT MARC","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",4034,2,6,5
70436,751020602,651696.55474025,6.86356224638762e6,5,"","RUE","SAINT MARC","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",4035,2,6,5
70437,751020602,651739.4964,6.8635674741e6,6,"","RUE","SAINT MARC","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",4008,2,6,5
70438,751020602,651743.44867069,6.86356685801852e6,6,"","RUE","SAINT MARC","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",4009,2,6,5
70440,751020602,651692.079183456,6.86356302902156e6,7,"","RUE","SAINT MARC","angle de deux rues","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",4037,2,6,5
70441,751020602,651684.4593,6.8635769937e6,10,"","RUE","SAINT MARC","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",97893,2,6,5
70449,751020602,651613.025699744,6.86357486339731e6,17,"","RUE","SAINT MARC","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",4065,2,6,5
70458,751020602,651549.551243213,6.86358603011883e6,27,"","RUE","SAINT MARC","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",88362,2,6,5
70460,751020602,651508.2528,6.8636087478e6,30,"","RUE","SAINT MARC","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",3835,2,6,5
70462,751020602,651491.9739,6.8636136446e6,32,"","RUE","SAINT MARC","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",3838,2,6,5
70473,751051801,653140.21837205,6.86019356495816e6,2,"","BD","SAINT MARCEL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",12360,5,18,5
70477,751134907,653076.1441,6.860116752e6,5,"","BD","SAINT MARCEL","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",45322,13,49,5
70478,751134907,653072.5422174,6.86011501233287e6,5,"","BD","SAINT MARCEL","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",45323,13,49,5
70480,751051801,653110.900886124,6.86017965483856e6,6,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",12366,5,18,5
70488,751051801,653086.132275109,6.86016796652435e6,10,"","BD","SAINT MARCEL","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",12370,5,18,5
70490,751134907,653032.809925007,6.86009623117541e6,11,"","BD","SAINT MARCEL","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",45329,13,49,5
70520,751051801,652928.045789595,6.86009329720982e6,34,"","BD","SAINT MARCEL","angle de deux rues","CH109","Autre restaurant du monde","Restauration","","moins de 300 m²","","","",12392,5,18,5
70526,751134907,652832.879094924,6.8600018786342e6,39,"","BD","SAINT MARCEL","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",45354,13,49,5
70529,751134907,652824.3393,6.8599978893e6,41,"","BD","SAINT MARCEL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",45355,13,49,5
70546,751134906,652698.815173269,6.85993862169823e6,53,"","BD","SAINT MARCEL","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",45417,13,49,5
70548,751051802,652762.987389595,6.86001530290982e6,54,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",12430,5,18,5
70549,751051802,652766.589879191,6.86001704131965e6,54,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",12431,5,18,5
70550,751134906,652691.1256,6.8599350395e6,55,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",45418,13,49,5
70551,751134906,652687.520081899,6.85993330738014e6,55,"","BD","SAINT MARCEL","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",45419,13,49,5
70552,751051802,652746.977975109,6.86000773732435e6,56,"","BD","SAINT MARCEL","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",12432,5,18,5
70554,751134906,652657.615,6.859919159e6,57,"","BD","SAINT MARCEL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",45431,13,49,5
70564,751134906,652609.026310231,6.85989618589054e6,65,"","BD","SAINT MARCEL","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",45441,13,49,5
70569,751051802,652592.697899352,6.85993488162328e6,70,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",12612,5,18,5
70582,751134905,652491.6417,6.8598408782e6,81,"","BD","SAINT MARCEL","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",45473,13,49,5
70588,751134905,652462.8531,6.8598272699e6,85,"","BD","SAINT MARCEL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",45446,13,49,5
70591,751051802,652468.6795,6.8598762312e6,88,"","BD","SAINT MARCEL","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",12649,5,18,5
70594,751051802,652459.151,6.8598717275e6,90,"","BD","SAINT MARCEL","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",12652,5,18,5
70597,751051802,652453.996889595,6.85986932870982e6,92,"","BD","SAINT MARCEL","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",12655,5,18,5
70602,751103904,653194.617266955,6.86331759052662e6,2,"","BD","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",33274,10,39,5
70605,751103904,653175.430375304,6.86332204475269e6,2,"B","BD","SAINT MARTIN","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",33278,10,39,5
70615,751103905,652913.861530959,6.86338344035306e6,6,"","BD","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",33255,10,39,5
70617,751103905,652895.8445,6.8633876319e6,8,"","BD","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",33256,10,39,5
70621,751030901,653130.365508439,6.86329557810392e6,9,"","BD","SAINT MARTIN","sur rue","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",6713,3,9,5
70626,751030901,653104.4638,6.8633015973e6,13,"","BD","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",6716,3,9,5
70627,751030901,653100.561661777,6.86330247668461e6,13,"","BD","SAINT MARTIN","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",6717,3,9,5
70638,751030901,653039.8639,6.863316821e6,19,"","BD","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",6723,3,9,5
70648,751030901,652980.956,6.8633306218e6,27,"","BD","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",6732,3,9,5
70665,751030901,652879.6146,6.8633542246e6,37,"","BD","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",6749,3,9,5
70677,751030901,652770.9962,6.8633805786e6,51,"","BD","SAINT MARTIN","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",6759,3,9,5
70679,751030901,652757.7803,6.8633852308e6,53,"","BD","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",6761,3,9,5
70681,751030901,652741.1445,6.8633910798e6,55,"","BD","SAINT MARTIN","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",6763,3,9,5
70685,751041303,652298.488027592,6.86226755415657e6,7,"","RUE","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9853,4,13,5
70689,751041304,652276.7011,6.8621470987e6,8,"","RUE","SAINT MARTIN","sur rue","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",9892,4,13,5
70693,751041304,652282.6744,6.8621630792e6,10,"","RUE","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9893,4,13,5
70695,751041302,652305.2693,6.8622231892e6,16,"","RUE","SAINT MARTIN","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",9845,4,13,5
70697,751041302,652309.9232,6.8622355489e6,20,"","RUE","SAINT MARTIN","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",9847,4,13,5
70698,751041302,652318.7908,6.862259316e6,22,"","RUE","SAINT MARTIN","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",9831,4,13,5
70709,751041303,652341.2252,6.862350044e6,73,"","RUE","SAINT MARTIN","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",9658,4,13,5
70710,751041303,652342.4933,6.8623535123e6,75,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9659,4,13,5
70711,751041302,652334.5041,6.8623094611e6,76,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9681,4,13,5
70713,751041303,652346.1082,6.8623625498e6,79,"","RUE","SAINT MARTIN","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",9661,4,13,5
70721,751041302,652363.1357,6.8623774913e6,88,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9672,4,13,5
70722,751041302,652361.62433705,6.86237378781758e6,88,"","RUE","SAINT MARTIN","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",9673,4,13,5
70725,751041302,652368.8039,6.8623915615e6,90,"","RUE","SAINT MARTIN","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",9675,4,13,5
70726,751041303,652358.152,6.862396091e6,91,"","RUE","SAINT MARTIN","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",9667,4,13,5
70728,751041302,652373.5884,6.8624040021e6,94,"","RUE","SAINT MARTIN","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",9677,4,13,5
70730,751041303,652377.4172,6.8624520562e6,107,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9390,4,13,5
70736,751041302,652399.6456,6.8624780519e6,120,"","RUE","SAINT MARTIN","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",9923,4,13,5
70740,751041303,652408.2525,6.8625364708e6,131,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9374,4,13,5
70745,751041303,652421.4769,6.8625751961e6,141,"","RUE","SAINT MARTIN","sur rue","CH101","Restaurant traditionnel français","Restauration","","de 300 à 1.000 m²","","","",9377,4,13,5
70746,751041303,652422.8831,6.8625878241e6,143,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9378,4,13,5
70750,751031203,652436.6036,6.8626259693e6,151,"","RUE","SAINT MARTIN","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",9211,3,12,5
70754,751031203,652449.4341,6.8626217574e6,158,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9316,3,12,5
70756,751031203,652450.163865787,6.86262391348899e6,160,"","RUE","SAINT MARTIN","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",9318,3,12,5
70757,751031203,652451.4879,6.862627688e6,160,"","RUE","SAINT MARTIN","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",9319,3,12,5
70764,751031203,652457.5732,6.8626811403e6,165,"","RUE","SAINT MARTIN","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",9216,3,12,5
70766,751031203,652460.9459,6.8626543442e6,168,"","RUE","SAINT MARTIN","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",9323,3,12,5
70773,751031203,652473.816804417,6.86272165361444e6,179,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9222,3,12,5
70775,751031203,652481.7002,6.86271019e6,182,"","RUE","SAINT MARTIN","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9328,3,12,5
70776,751031203,652476.0986,6.8627289049e6,183,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9223,3,12,5
70778,751031203,652483.364947761,6.86271477364774e6,184,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9330,3,12,5
70783,751031204,652506.7613,6.8627792164e6,202,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",9024,3,12,5
70789,751031204,652512.0511,6.8628412863e6,205,"","RUE","SAINT MARTIN","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",9126,3,12,5
70822,751030905,652549.7346,6.8629663932e6,233,"","RUE","SAINT MARTIN","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",6400,3,9,5
70872,751030901,652728.9954,6.8633790471e6,330,"","RUE","SAINT MARTIN","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",6764,3,9,5
70875,751030905,652677.3748,6.8633030869e6,337,"","RUE","SAINT MARTIN","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",6324,3,9,5
70888,751187104,652801.2988,6.8653439931e6,2,"","RUE","SAINT MATHIEU","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",74248,18,71,5
70900,751114318,654722.608300594,6.86230595632245e6,11,"B","RUE","SAINT MAUR","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",38518,11,43,5
70919,751114320,654624.51463872,6.8624888031832e6,30,"","RUE","SAINT MAUR","sur rue","CH107","Restaurant central et sud américain","Restauration","","moins de 300 m²","","","",38544,11,43,5
70922,751114317,654599.241763807,6.86250052058856e6,31,"","RUE","SAINT MAUR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",38431,11,43,5
70924,751114204,654582.0414,6.8625279492e6,33,"","RUE","SAINT MAUR","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",37011,11,42,5
70928,751114204,654565.360214154,6.86255461496341e6,39,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",37016,11,42,5
70934,751114204,654534.002835538,6.86260481964005e6,47,"","RUE","SAINT MAUR","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",36998,11,42,5
70935,751114203,654517.556694259,6.86265987133934e6,48,"B","RUE","SAINT MAUR","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",36941,11,42,5
70937,751114203,654524.155383988,6.86264890156869e6,48,"","RUE","SAINT MAUR","angle de deux rues","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",36943,11,42,5
70942,751114203,654504.0643,6.8626822268e6,52,"","RUE","SAINT MAUR","angle de deux rues","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",36944,11,42,5
70943,751114203,654508.246667975,6.86267540713739e6,52,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",36945,11,42,5
70944,751114203,654506.155483988,6.8626788169687e6,52,"","RUE","SAINT MAUR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",84469,11,42,5
70948,751114204,654505.991992145,6.86265000495715e6,55,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",36979,11,42,5
70956,751114203,654465.5153,6.8627488111e6,60,"","RUE","SAINT MAUR","angle de deux rues","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",36632,11,42,5
70960,751114204,654474.1606,6.8627036187e6,63,"","RUE","SAINT MAUR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",36965,11,42,5
70965,751114204,654461.496576076,6.86272490242509e6,67,"","RUE","SAINT MAUR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",36970,11,42,5
70966,751114212,654450.3233,6.8627452372e6,69,"","RUE","SAINT MAUR","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",37708,11,42,5
70971,751114212,654431.880558572,6.86277349008894e6,73,"","RUE","SAINT MAUR","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",37711,11,42,5
70975,751114203,654410.0964,6.8628488963e6,76,"","RUE","SAINT MAUR","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",36651,11,42,5
70994,751114213,654353.3793,6.8629724653e6,92,"","RUE","SAINT MAUR","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",36734,11,42,5
70997,751114213,654358.2467414,6.862961496799e6,92,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",36737,11,42,5
70998,751114213,654359.869221867,6.862957840632e6,92,"","RUE","SAINT MAUR","sur rue","CH105","Restaurant africain","Restauration","","moins de 300 m²","","","",36738,11,42,5
71000,751114213,654350.5001,6.8629404988e6,95,"","RUE","SAINT MAUR","angle de deux rues","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",36682,11,42,5
71001,751114213,654335.3376,6.863013826e6,96,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",84197,11,42,5
71006,751114213,654333.692465086,6.86298012315295e6,101,"","RUE","SAINT MAUR","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",36687,11,42,5
71011,751114213,654328.013065555,6.86299741383902e6,103,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",36689,11,42,5
71015,751114102,654303.418218081,6.86307395835467e6,104,"","RUE","SAINT MAUR","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",35139,11,41,5
71016,751114213,654323.7677,6.8630031436e6,105,"","RUE","SAINT MAUR","sur rue","CH106","Restaurant européen","Restauration","","moins de 300 m²","","","",36691,11,42,5
71024,751114103,654307.0586,6.8630387552e6,109,"","RUE","SAINT MAUR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",84525,11,41,5
71028,751114102,654258.303928754,6.8631542471213e6,112,"","RUE","SAINT MAUR","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",35148,11,41,5
71030,751114102,654249.8542,6.8631692034e6,114,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",35149,11,41,5
71033,751114103,654280.801391264,6.86308298440867e6,115,"","RUE","SAINT MAUR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",35217,11,41,5
71035,751114103,654276.842573791,6.863089936226e6,115,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",35219,11,41,5
71037,751114102,654243.30778402,6.86318092944445e6,116,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",35152,11,41,5
71039,751114103,654272.2467,6.8630983782e6,117,"","RUE","SAINT MAUR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",35220,11,41,5
71043,751114109,654217.2161,6.8632250101e6,120,"","RUE","SAINT MAUR","angle de deux rues","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",34999,11,41,5
71051,751114103,654238.358061293,6.86315975345588e6,125,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",35227,11,41,5
71055,751114109,654188.3355,6.8632760032e6,128,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",34976,11,41,5
71059,751114103,654220.255422585,6.86319157291176e6,129,"","RUE","SAINT MAUR","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",35232,11,41,5
71060,751114109,654180.0783,6.8632905927e6,130,"","RUE","SAINT MAUR","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",34978,11,41,5
71061,751114109,654182.077694779,6.86328712824903e6,130,"","RUE","SAINT MAUR","sur rue","CH101","Restaurant traditionnel français","Restauration","","moins de 300 m²","","","",34979,11,41,5
71068,751114109,654160.3603,6.8633253947e6,136,"","RUE","SAINT MAUR","sur rue","CH108","Restaurant indien, pakistanais et Moyen Orient","Restauration","","moins de 300 m²","","","",34983,11,41,5
71070,751114113,654146.5615,6.8633515449e6,140,"","RUE","SAINT MAUR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",34955,11,41,5
71077,751114109,654153.4109,6.8633093074e6,151,"","RUE","SAINT MAUR","sur rue","CH105","Restaurant africain","Restauration","","moins de 300 m²","","","",35321,11,41,5
71079,751114113,654108.1532,6.8634135082e6,152,"","RUE","SAINT MAUR","sur rue","CH202","Brasserie - Restauration continue avec tabac","Restauration","","moins de 300 m²","","","",34956,11,41,5
71084,751114113,654092.321,6.8634381915e6,156,"","RUE","SAINT MAUR","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",34959,11,41,5
71090,751114113,654071.8982,6.8634707625e6,160,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",36401,11,41,5
71111,751114114,654002.3182,6.8635539255e6,175,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",35435,11,41,5
71116,751114113,654018.14739348,6.86356106096832e6,176,"","RUE","SAINT MAUR","angle de deux rues","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",36416,11,41,5
71122,751104001,653988.8827,6.8636165925e6,180,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",34574,10,40,5
71132,751104001,653977.700032562,6.86363978328611e6,184,"","RUE","SAINT MAUR","sur rue","CH201","Brasserie - Restauration continue sans tabac","Restauration","","moins de 300 m²","","","",34580,10,40,5
71140,751104001,653967.348816281,6.86366103464305e6,188,"","RUE","SAINT MAUR","sur rue","CH302","Restauration rapide debout","Restauration","","moins de 300 m²","","","",34582,10,40,5
71152,751104002,653927.6730422,6.86373593627157e6,198,"","RUE","SAINT MAUR","sur rue","CH104","Restaurant maghrébin","Restauration","","moins de 300 m²","","","",34594,10,40,5
71166,751104002,653872.0857,6.8638330821e6,208,"","RUE","SAINT MAUR","sur rue","CH303","Restauration rapide assise","Restauration","","moins de 300 m²","","","",34603,10,40,5
71181,751104003,653860.057531784,6.86382328874198e6,211,"","RUE","SAINT MAUR","sur rue","CH103","Restaurant asiatique","Restauration","","moins de 300 m²","","","",34631,10,40,5
