"Enseigne","Nombre d'établissement"
"LE GRAND COLBERT",1
"LE GRAND CERF",1
"LE GRAND CENTRAL",1
"LE GRAND CARNOT",1
"LE GRAND CAFE CAPUCINES",1
"LE GRAND BOL",1
"LE GRAND BEGUET",1
"LE GRAND BAIN",1
"LE GRAND AMALFI",1
"LE GRAMONT",1
"LE GRAIN DE FOLIE DE MONTMATRE",1
"LE GRACA BELLA",1
"LE GOYAVIER",1
"LE GOUT DU SABLE",1
"LE GOUT DE TAIWAN",1
"LE GOUT DE LA COREE",1
"LE GOURMET",1
"LE GOURMAND",1
"LE GOURBI",1
"LE GOUPIL",1
"LE GOTHAM",1
"LE GOELAND D'ALIGRE",1
"LE GOBELET D'ARGENT",1
"LE GOBE...",1
"L'EGLANTINE",1
"LE G FIVE",1
"LE GERMINAL",1
"LE GEORGES V",1
"LE GEORGES",1
"LE GENTILLY",1
"LE GENTIL",1
"LE GENIE SOUS LES ETOILES",1
"LE GENIE",1
"LE GENERAL",1
"LEGENDRE IDEAL",1
"LE GATEAU SUR LA CERISE",1
"LE GATEAU FELICITE",1
"LE GARDE TEMPS",1
"LE GARDE MANGER",1
"LE GANGE",1
"LE GANG DU MAMIES",1
"LE GAMIN DE PARIS",1
"LE GAMIN",1
"LE GALWAY",1
"LE GALVANI",1
"LE GALOPIN DE LULU",1
"LE GALOPIN",1
"LE GALLIERA",1
"LE GALLIA",1
"LE GALIBOT",1
"LE GALANT",1
"LE GAILLON",1
"LEGACY",1
"LE GABIN",1
"LE FUT RA",1
"LE FUMOIR",1
"LE FUMAILLON",1
"LE FROGGY CLUB",1
"LE FRIEDLAND",1
"LE FRIDGE",1
"LE FRERE DES BATIGNOLLES",1
"LE FRENCH CHARONNE",1
"LE FRANC TIREUR",1
"LE FRANCAISES",1
"LE FOUTA DJALON",1
"LE FOURNIL DE PARIS",1
"LE FOURNIL",1
"LE FOU RESTE",1
"LE FOUR DU MARAIS",1
"LE FOUR",1
"LE FORMIDABLE",1
"LE FOODIST",1
"LE FONIO",1
"LE FOKUS",1
"LE FLY",1
"LE FLORISSANT",1
"LE FLORIMOND",1
"LE FLORENTIN",1
"LE FLORENT",1
"LE FLORENCE",1
"LE FLORE EN L'ISLE",1
"LE FLOREAL",1
"LE FLOOR",1
"LE FLEUVE ROUGE",1
"LE FLANKER",1
"LE FLANEUR",1
"LE FLANDRIN",1
"LE FLANDRE",1
"LE FLAMBOIRE",1
"LE FIVE CHICHA",1
"LE FIVE",1
"LE FIRST",1
"LE FIL ROUGE",1
"LE FIGUIER",1
"LE FIEF BRETON",1
"LE FIACRE",1
"LE FEU DE MARS",1
"LE FETICHE",1
"LE FESTIVAL",1
"LE FESTIV'",1
"LE FESTIN",1
"LE FERRYVILLE",1
"LE FERBER",1
"LE FER A CHEVAL",1
"LE FENELON",1
"LE FELIX FAURE",1
"LE FAUBOURG CAFE",1
"LE FAUBOURG 34",1
"LE FAST GOOD BRETON",1
"LE FANTOME",1
"LE FALSTAFF",1
"LE FALIWOV",1
"LE FALIOU",1
"LE FALGUIERE",1
"LE FALAFEL",1
"LE FAHAM",1
"LE DUROC",1
"LE DURAS",1
"LE DUO D&S",1
"LE DUNOIS",1
"LE DUNHILL",1
"LE DUMAS",1
"LE DUGOMMIER",1
"LE DUE TORRI",1
"LE DUDE",1
"LE DUCHESSE",1
"LE DUC DES LOMBARDS",1
"LE DUC DE RICHELIEU",1
"LE DUC D'ALBRET",1
"LE DRUGSTORE",1
"LE DROUOT",1
"LE DROUAIS",1
"LEDROP",1
"LE DRAPEAU DE LA FIDELITE",1
"LE DRAPEAU",1
"LE DRAKKAR",1
"LE DOUZE LOUNGE",1
"LE DOUDEAUVILLE",1
"LE DOUBLE FOND",1
"LE DOROTHY",1
"LE DORIAN",1
"LE DOMREMY",1
"LE DOME DE RUNGIS",1
"LE DODO",1
"LE DJURDJURA",1
"LE DJOLOFF",1
"LE DIX",1
"LE DIWANE",1
"LE DIVELLEC",1
"LE DISTRAIT",1
"LE DISPARU",1
"LE DINDON EN LAISSE",1
"LE DIMA",1
"LE DILIGENT",1
"LE DIJON BERCY",1
"LE DICTON",1
"LE DIBI",1
"LE DIAPASON",1
"LE DIAMANT DE PARIS",1
"LE DEVIANT",1
"LE DETOUR",1
"LE DESCARTES",1
"LE DEPART ST MICHEL",1
"LE DEPANNEUR PIGALLE",1
"LE DENICHEUR",1
"LE DENFERT",1
"LE DEN",1
"L'EDEN",1
"LE DEMOURS",1
"LE DELYSS",1
"L'EDELWEISS",1
"LE DELLY'S",1
"LE DELI'S CAFE",1
"LE DEJEUNER SUR L'HERBE",1
"LE DEJAZET",1
"LE DECLIC PUB",1
"LE DEAUVILLE",1
"LE DAX",1
"LE DAVIEL",1
"LE D'ARGOUT",1
"LE DANUBE PALACE",1
"LE DANUBE BLEU",1
"LE DANTZIG",1
"LE DANTON",1
"LE DANTE",1
"LE DANIEL'S",1
"LE DAMPIERRE",1
"LE DALY'S",1
"LE DALOU",1
"LE DALLERY",1
"LE DALHIA",1
"LE DALAYRAC",1
"LE DAILY SIRIEN",1
"LE DABALI",1
"LE CYRANO",1
"LE CYGNE",1
"LE CYCLONE",1
"L'ECURIE",1
"LE CURIAL",1
"L'ECUMOIR",1
"LE CUBE",1
"LECRU ROLLIN",1
"LE CRU DE PARIS",1
"LE CROZATIER",1
"LE CROUSTIL",1
"LE CROQUIS",1
"LE CROIX NIVERT",1
"LE CROCODILE",1
"L'ECRITOIRE",1
"L'ECRIN",1
"LE CRIMEE",1
"LE CREMIEUX",1
"LE CRABE MARTEAU",1
"LE COURLIS",1
"LE COURCELLES",1
"LE COUPE GORGE",1
"LE COUPE CHOU",1
"LE COUP CRITIQUE",1
"LE COUNTRY BAR",1
"LE COUCOU",1
"LE COTTE-ROTI",1
"LE COTTE PIZZA",1
"LE COTE D AZUR",1
"LE COSY",1
"LE COSMOS",1
"LE COSI",1
"LE CORVISART",1
"LE CORVETTO BURGER",1
"LE CORRIDOR",1
"LE CORONA IMPERIAL",1
"LE CORNICHON",1
"LE CORNER SAINT GERMAIN",1
"LE CORENTIN",1
"LE CORDIAL CAFE",1
"LE CORAIL",1
"LE COQUI",1
"LE COQ & FILS",1
"LE COQ ET L'ELEPHANT",1
"LE COQ D'OR",1
"LE COQ",1
"LE COPERNIC",1
"LE CONVIVIUM",1
"LE CONVIVIAL",1
"LE CONVENTION",1
"LE CONTAINEUR (KIOSQUE)",1
"LE CONSULAT-AMBASSADE DE SAVOIE",1
"LE CONSTELLATION",1
"LE CONSERVATOIRE",1
"LE CONNETABLE",1
"LE CONFESSIONNAL",1
"LE CONDORCET",1
"LE CONCORDE",1
"LE CONCERT DE CUISINE",1
"LE COMPTOIR RELAIS SAINT GERMAIN",1
"LE COMPTOIR PANTHEON",1
"LE COMPTOIR MARGUERY",1
"LE COMPTOIR LIBANAIS",1
"LE COMPTOIR JAPONAIS",1
"LE COMPTOIR GENERAL",1
"LE COMPTOIRE DE HOUMOUS",1
"LE COMPTOIR DU TRESOR",1
"LE COMPTOIR DU POULET",1
"LE COMPTOIR DU MARCHE",1
"LE COMPTOIR DU FAUBOURG",1
"LE COMPTOIR DU COMMERCE",1
"LE COMPTOIR DU CANAL",1
"LE COMPTOIR DU BORDELAIS",1
"LE COMPTOIR DOREE",1
"LE COMPTOIR DES SAINTS PERES",1
"LE COMPTOIR DES JASMINS",1
"LE COMPTOIR DE SIMON",1
"LE COMPTOIR DES CHENES",1
"LE COMPTOIR DES BATIGNOLLES",1
"LE COMPTOIR DES ARCHIVES",1
"LE COMPTOIR DE LEONIE",1
"LE COMPTOIR DE LA TRABOULE",1
"LE COMPTOIR DE L'ATELIER",1
"LE COMPTOIR CANAILLE",1
"LE COMPTOIR BOUTARY",1
"LE COMPTOIR A PIZZA",1
"LE COMPTOIR 43",1
"LE COMPAS",1
"LE COMMIS SERT",1
"LE COMITE",1
"LE COLONEL MOUTARDE",1
"LE COLLIER DE LA REINE",1
"LE COLISEE WAGRAM",1
"LE COLIPONT",1
"LE COLBERT",1
"LE COIN DES AMIS",1
"LE COIN D'ALEXANDRE",1
"LE COIN",1
"LE COGIK IVOIRE",1
"LE COFFE CLUB",1
"LE COEUR FOU",1
"LE COEUR DU LIBAN",1
"LE COCOTIER",1
"LE COCHON A L'OREILLE",1
"LE COCHE",1
"LE CLUB BALMORAL",1
"LE CLUB",1
"LE CLOU DE PARIS",1
"LE CLOS Y",1
"L'ECLOSION",1
"LE CLOS BOURGUIGNON SARL",1
"LE CLIN D'OEIL",1
"LE CLARENCE",1
"LE CLAIRON GOURMAND",1
"LE CLAIRON",1
"L'ECLAIR",1
"LE CIRQUE",1
"LE CIRCUS",1
"L'ECIR",1
"LE CINQUANTE HUIT",1
"LE CINQUANTE",1
"LE CINQ",1
"LE CIDRE D'OR",1
"LE CHRISTOPHE COLOMB",1
"LE CHRISTINE",1
"LE CHOUPINET",1
"LE CHOUFF'BAR",1
"LE CHOUF",1
"LE CHOUBIDOU",1
"L'ECHOPPE DE PARIS",1
"LECHON",1
"LE CHINON",1
"LE CHINOIS DE BERCY",1
"LE CHINA",1
"LE CHIFFRE",1
"LE CHIEN QUI FUME",1
"LE CHIEN DE LA LUNE",1
"LE CHIEN ANDALOU",1
"LE CHICAGO",1
"LE CHIBERTA",1
"L'ECHEVIN",1
"LE CHEVAL NIOR",1
"LE CHEVALERET",1
"LE CHEVAL DE TROIE",1
"LE CHESTER",1
"LE CHERINE",1
"LE CHERFA",1
"LE CHERCHE MIDI",1
"LE CHENIN",1
"LE CHEF THAI",1
"LE CHCK",1
"LE CHAUMONTOIS",1
"LE CHAT ZEN",1
"LE CHAT IVRE",1
"LE CHATEAU LANDON",1
"LE CHATEAU D'EAU",1
"LE CHATEAU BRIAND",1
"LE CHAT BOSSU",1
"LE CHAT BLANC",1
"LE CHASSEEN",1
"LE CHARONNE CAFE",1
"LE CHAROLAIS",1
"LE CHARLETY",1
"LE CHARDON",1
"L'ECHAPPEE",1
"LE CHAPATTI",1
"LE CHANTEREINE",1
"LE CHANT DES VOYELLES",1
"LE CHANT DES OLIVIERS",1
"LE CHANSONNIER",1
"LE CHANARD",1
"LE CHAMP DE MARS",1
"LE CHAMBERTIN",1
"LE CHAM'BAR",1
"LE CHALET SAVOYARD",1
"LE CHALET PIZZA",1
"LE CHALET OTTOMAN",1
"LE CHALET DU PARC",1
"LE CHALET DU 8EME",1
"LE CHALET DU 16EME",1
"LE CHALET DES ILES",1
"LE CHALET DES GAUFRES (KIOSQUE)",1
"LE CHALET DE L’ILE",1
"LE CHALET DE LA PORTE JAUNE",1
"LE CHALET D AVRON",1
"LE CHALET",1
"LE CHALAND",1
"LE CHAI",1
"LE CHABER",1
"LE CERVANTES",1
"LE CERCLE ST MARTIN",1
"LE CERCLE LUXEMBOURG",1
"LE CERCLE DES UNIVERSITAIRES",1
"LE CEPAGE MONTMARTROIS",1
"LE CENTRE VILLE",1
"LE CENTRAL CAFE",1
"LE CELLIER",1
"LE CELESTE GOURMAND",1
"LE CELESTE",1
"LE CEDRE",1
"LE CAVEAU DU PALAIS",1
"LE CAVEAU DES UBLIETTES",1
"LE CAVEAU DE L ISLE",1
"LE CAVALIER BLEU",1
"LE CATRINA",1
"LE CASTEL CAFE",1
"LE CASSENOIX",1
"LE CASABLANCA",1
"LE CARTHAGE II",1
"LE CARROUSEL (KIOSQUE)",1
"LE CARROUSEL DE PARIS",1
"LE CARROUSEL",1
"LE CARRE VOLTAIRE",1
"LE CARREAU",1
"LE CARRE",1
"LE CARPACCIO",1
"LE CAROUBIER",1
"LE CAROLUS",1
"LE CAROLENE",1
"LE CARILLON",1
"LE CARDINET",1
"LE CARDINAL ST-GERMAIN",1
"LE CARAFON",1
"LE CAPUCINE",1
"LE CAPRI",1
"LE CAPPIELLO",1
"LE CAP HORN",1
"LE CAP DE BERCY",1
"LE CAP",1
"LE CANTAL",1
"LE CANON DES GOBELINS",1
"LE CANON D'ACHILLE",1
"LE CANCAN",1
"LE CANAILLES",1
"LE CAMPANELLA",1
"LE CAMONDO",1
"LE CAMELEON",1
"LE CALBAR",1
"LE CAIRN",1
"L'ECAILLER DU BISTROT",1
"LE CAFE SUEDOIS",1
"LE CAFE SIAM",1
"LE CAFE SCRIBE",1
"LE CAFE QUI PARLE",1
"LE CAFE POPULAIRE",1
"LE CAFE PONCE",1
"LE CAFE PIERRE",1
"LE CAFE PARISIEN",1
"LE CAFÉ NEON",1
"LE CAFE MARLY",1
"LE CAFE DU VILLAGE",1
"LE CAFE DU TRONE",1
"LE CAFE DU QUARTIER",1
"LE CAFE DU COMMERCE",1
"LE CAFE DU COIN",1
"LE CAFE DES OFFICIERS",1
"LE CAFE DES CHATS",1
"LE CAFE DE RAPHAELLE",1
"LE CAFE DE PAULINE",1
"LE CAFE DE LYON",1
"LE CAFE DE L'INDUSTRIE",1
"LE CAFE DE L'EGLISE",1
"LE CAFE DE L'AVENUE",1
"LE CAFE CHINOIS",1
"LE CAFE CANON",1
"LE CADORET",1
"LE CADET",1
"LE CACHIQUET CUISINE ET VIN DU SUD OUEST",1
"LE BYZANCE",1
"LE BUZENVAL",1
"LE BURON",1
"LE BUISSON D ARGENT",1
"LE BUISSON D'ARGENT",1
"LE BUISSON ARDENT",1
"LE BUGATTI",1
"LE BUFFET DE LA GARE",1
"LE BUFFET D'AUTEUIL",1
"LE BUCI",1
"LE BUCHERON",1
"LE BRUIT QUI COURT",1
"LE BRUANT",1
"LE BROOKLYN",1
"LE BRONX",1
"LE BROCA",1
"LE BRISE MICHE",1
"LE BRIO",1
"LE BRIGADIER",1
"LE BRELAN",1
"LE BREBANT",1
"LE BRAZZAS",1
"LE BRANDEVIN",1
"LE BRANCION",1
"LE BOURSAULT",1
"LE BOURGEOIS",1
"LE BOURBON",1
"LE BOUQUET DU NORD",1
"LE BOUQUET DE WAGRAM",1
"LE BOUQUET DES ARCHIVES",1
"LE BOUQUET DE GRENELLE",1
"LE BOUQUET D'AUTEUIL",1
"LE BOUQUET D'ALESIA",1
"LE BOULEDOGUE",1
"L'EBOUILLANTE",1
"LE BOUI BOUI",1
"LE BOUGNAT",1
"LE BOUGAINVILLE",1
"LE BOUDOIR ROSE",1
"LE BOUCL'ART",1
"LE BOUCLARD",1
"LE BOUCHON PARISIEN",1
"LE BOUCHON",1
"LE BOUCHE A OREILLES",1
"LE BOUCAN",1
"LE BOSSU",1
"LE BORROMEE",1
"LE BON PLAN",1
"LE BON PECHEUR",1
"LE BONOBO CAFE",1
"LE BONNE NOUVELLE",1
"LE BON MOMENT",1
"LE BON, LA BUTTE",1
"LE BONHEUR",1
"LE BON GEORGE",1
"LEBON D'ASIE",1
"LE BON COUSCOUS",1
"LE BON COTE",1
"LE BON CHINOIS",1
"LE BON BOCK",1
"LE BON BENTO",1
"LE BONAPARTE",1
"LEBON",1
"LE BOL DE CAUTAMA",1
"LE BOISSY D'ANGLAS",1
"LE BOISSIERE",1
"LE BOIS LE VENT",1
"LE BOIS D'EBENE",1
"LE BOIS",1
"LE BOEUF VOLANT",1
"LE BOEUF MAILLOT",1
"LE BOEUF A LA MODE",1
"LE BOETIE",1
"LE BOBILLOT",1
"LE BOA",1
"LE BLOC",1
"LE BLAVET",1
"LE BLANCO",1
"LE BLAINVILLE",1
"LE BIZETRO",1
"LE BIZART",1
"LE BIZ",1
"LE BISTRO VIET",1
"LE BISTROT SAINT PAUL",1
"LE BISTROT ROYALE",1
"LE BISTROT LORRAIN",1
"LE BISTROT ITALIEN",1
"LE BISTROT D'YVES",1
"LE BISTROT DU POINÇONNEUR",1
"LE BISTROT DU PASSAGE",1
"LE BISTROT DU MARQUIS",1
"LE BISTROT DU MARCHE",1
"LE BISTROT DU FORUM",1
"LE BISTROT DU DOME",1
"LE BISTROT DU 15EME",1
"LE BISTROT DES GASCONS",1
"LE BISTROT DES GALOPIONS",1
"LE BISTROT DES COLONNES",1
"LE BISTROT DES CAMPAGNES",1
"LE BISTROT DES ARTISTES",1
"LE BISTROT DE MADELEINE",1
"LE BISTROT DE L’ENFANCE",1
"LE BISTROT D'ELEONORE ET MAXENCE",1
"LE BISTROT DE L'ECHANSON",1
"LE BISTROT DE LA TOUR",1
"LE BISTROT DE JULIETTE",1
"LE BISTROT DE GASPARD",1
"LE BISTROT DE CHARONNE",1
"LE BISTROT D'AVRON",1
"LE BISTROT D'ANTOINE",1
"LE BISTRO...T D'ANTOINE",1
"LE BISTROT CASTELLANE",1
"LE BISTROT A DEUX TETES",1
"LE BISTROT 21",1
"LE BISTRO LYONNAIS",1
"LE BISTRO GOURMAND",1
"LE BISTRO D’ALBERTO",1
"LE BISTRO DU PERIGORD",1
"LE BISTRO DU PARISIEN",1
"LE BISTRO DU PARC",1
"LE BISTRO DE LA BANQUE",1
"LE BISTRO DE BEL AIR",1
"LE BISTRO D'ALIGRE",1
"LE BISTRÔ",1
"LE BISTR FAB",1
"LE BISCORNU",1
"LE BIMBO",1
"LE BIGADO",1
"LE BIENVENUE",1
"LE BIDULE",1
"LE BICHAT",1
"LE BIBE-ROND",1
"LE BIARRITZ",1
"LE BEX",1
"LE BEVERLY",1
"LE BEURRE NOISETTE",1
"LE BETICHOU",1
"LE BESLAY",1
"LE BERYTUS",1
"LE BERTHOUD",1
"LE BERRY",1
"LE BERLINOIS",1
"LE BERKELEY",1
"LE BERGER",1
"LE BERCAIL",1
"LE BERBERE",1
"LE BELOUA",1
"LE BEL ORDINAIRE",1
"LE BELLEVAL",1
"LE BELLERIVE",1
"LE BELLAN",1
"LE BELISAIRE",1
"LE BELDI",1
"LE BEIRUT",1
"LE BEGUIN",1
"LE BEEF",1
"LE BEC FIN",1
"LE BEAUJOLAIS D'AUTEUIL",1
"LE BEAUJOLAIS",1
"LE BEAUCOUR",1
"LE BEAUCÉ",1
"LE BEAU BAR",1
"LE BAZAR DU BIEN ETRE",1
"LE BAYADERE",1
"LE BAUDET",1
"L'EBAUCHOIR",1
"LE BATEAU IVRE",1
"LE BASTRINGUE",1
"LE BASTILLE",1
"LEBASSAMBA",1
"LE BASILICATA",1
"LE B'ART",1
"LE BARRICOU",1
"LE BARRAULT",1
"LE BAROMETRE",1
"LE BARIOLE",1
"LE BAR FLEURI",1
"LE BAR DU RELAIS",1
"LE BAR DU CAVEAU",1
"LE BARDINET",1
"LE BAR DES PRES",1
"LE BAR DES FAMILLES",1
"LE BAR DE L'OURQ",1
"LE BAR COMMUN",1
"LE BARCAROLLE",1
"LE BAR'BOUILLE",1
"LE BARBIZON",1
"LE BAR BISTROT",1
"LE BARBIER DE BASTILLE",1
"LE BARBICHE LE CERF VOLANT",1
"LE BARBES",1
"LE BAR BELGE",1
"LE BAR A SALADES",1
"LE BAR A BULLES",1
"LE BANTOU",1
"LE BANCO",1
"LE BAMBOU ROYAL",1
"LE BAMBOU",1
"LE BALZAC",1
"LE BALLU",1
"LE BALLON ROUGE",1
"LE BALLON DES TERNES",1
"LE BAL DE LA RUE BLOMET",1
"LE BALARD",1
"LE BAL",1
"LE BAKONG",1
"LE BAILLY",1
"LE BAILLI DE SUFFREN",1
"LE BAC SAINT MICHEL",1
"LE BACCARA",1
"LE BABA DE MARCEL",1
"LE B.A BA",1
"LE B A B",1
"LEANDRES",1
"LE AGRA",1
"LEADER SUSHI",1
"LE 9 BIRAGUE",1
"LE 9 B",1
"LE 975",1
"LE 95",1
"LE 90",1
"LE 7EME VIN",1
"LE 7EME ART",1
"LE 7 BIS",1
"LE 73",1
"LE 703",1
"LE 6 PAUL BERT",1
"LE 68",1
"LE 65 CH BIS",1
"LE 54 GRILL",1
"LE 53",1
"LE 51",1
"LE 49 BIS",1
"LE 46",1
"LE 45 TOURS",1
"LE 41 PASTEUR",1
"LE 40",1
"LE 3 BIS",1
"LE 39 V",1
"LE 37M2 OPERA",1
"LE37M2",1
"LE 347",1
"LE 34",1
"LE 33",1
"LE 32",1
"LE 27 MADAME",1
"LE 27 GOURMAND",1
"LE 26",1
"LE 23 CLAUZEL",1
"LE 217",1
"LE 20EME ART",1
"LE 1818",1
"LE 18",1
"LE 17 45",1
"LE  17.45",1
"LE 17",1
"LE 16E SENS",1
"LE 15E PIZZA",1
"LE 153",1
"LE 14 JUILLET IL Y A TOUJOURS DES LAMPIONS",1
"LE 144 PETROSSIAN",1
"LE 12 EME CRU",1
"LE 12EME",1
"LE 126",1
"LE 11 YAM KEBAB",1
"LE 11 EME DOMAINE",1
"LE 119",1
"LE 116",1
"LE 10 BAR",1
"LE 108 CAFE",1
"LE 101 BAR",1
"LE 101",1
"LBT",1
"LBF",1
"LAZY SUZY",1
"LA ZUPIERA",1
"LA ZINGUERIE",1
"LAYON",1
"LAYALI PALACE",1
"LAYAL",1
"LAXMAN",1
"LA VITTORIA",1
"LA VIRGULE",1
"L'A VIN PREMIERE",1
"LA VILLE D'EPINAL",1
"LA VILLE D'AULNAY",1
"LA VILLE D'ARGENTAN",1
"LA VILLA DEL PADRE",1
"LA VILLA BATIGNOLLES",1
"LA VILLA ANDREA",1
"LA VIELLEUSE",1
"LA VIEILLE PIE",1
"LA VIE EST BELLE",1
"LA VIE DOUCE",1
"LA VIE D'ANGE",1
"LA VICTOIRE",1
"LA VERA PIZZA NAPOLETANA",1
"LA VERAISON",1
"L'AVENUE CAFE",1
"L'AVANT POSTE",1
"L'AVANT-GARDE",1
"L'AVANT COMPTOIR DE LA TERRE",1
"L'AVANT COMPTOIR DE LA MER",1
"LA VACHE ET LE CUISINIER",1
"LA VACHE AU COMPTOIR",1
"LA VACHE ACROBATE",1
"L'AUTRE THE",1
"L'AUTOBUS",1
"L'AUTHENTIQUE PANINI",1
"L'AUTHENTIQUE",1
"L'AUTHENTIK",1
"LAURETTA",1
"LAURENT",1
"LAURA",1
"LA ULTIMA",1
"L'AUDIERNES",1
"L'AUBISQUE",1
"L'AUBERGISTE DU SUD OUEST",1
"L'AUBERGE ST SEVERIN",1
"L'AUBERGE SAINT-GERMAIN",1
"L'AUBERGE KING",1
"L'AUBERGE DU MOUTON BLANC",1
"L'AUBERGE DE CHINE",1
"L'AUBERGE CALABRESE",1
"L'AUBERGE CAFE",1
"L'AUBERGE BRESSANE",1
"L'AUBERGE AVEYRONNAISE",1
"L'AUBERGEADE",1
"L'ATYPIC",1
"LA TUTE",1
"L'ATTIRAIL CAFE",1
"L'ATTACHE",1
"LA TRUFFIERE",1
"LA TROTTINETTE",1
"LA TROCKETTE",1
"LA TRINQUETTE BAR A VINS",1
"LA TRINCANTE",1
"LA TRIBUNE",1
"LA TRAVERSIA",1
"LA TRAVERSEE",1
"LA TRATTORIA DELL'ISOLA",1
"LA TRATTORIA BELLUSCI",1
"LA TOUR MAUBOURG",1
"LA TOUR DU TEMPLE",1
"LA TOUR DE NESLE",1
"LA TOUR DE JADE",1
"LA TOUR DE FLANDRE",1
"LA TOUR",1
"LA TOSCANA",1
"LA TORCHE",1
"LA TOQUE",1
"LA TONKINOISE",1
"L'ATMOSPHERE",1
"L'ATLANTIDE",1
"LA TIPICA",1
"LATIN SAINT JACQUES",1
"LATINO PIZZA",1
"LATINO GOURMAND",1
"LA TIMBALE",1
"L'ATHENA",1
"L'ATHANOR",1
"LA TETE A TOTO",1
"LA TERRASSE DU STADE",1
"LA TERRASSE D'ITALIE",1
"LA TERRASSE DES METIERS",1
"LA TERRASSE DES ARCHIVES",1
"LA TERRASSE DE POMONE TAKE AWAY",1
"LA TERRASSE CHORON",1
"LA TERANGA",1
"L'ATELIER VERSAILLES",1
"L'ATELIER SUR LA BRAISE",1
"L'ATELIER SUFFREN",1
"L'ATELIER RAMEY",1
"L'ATELIER LIBANAIS",1
"L'ATELIER LA GOUTE D'OR",1
"L'ATELIER JUSSIEU",1
"L'ATELIER JULES",1
"L'ATELIER GUSTO",1
"L'ATELIER GENEVIEVE",1
"L'ATELIER DU SULTAN",1
"L'ATELIER DU SANDWICH",1
"L'ATELIER DU PARC",1
"L'ATELIER DU MIDI",1
"L'ATELIER DU MIAM",1
"L'ATELIER DU MARCHE",1
"L'ATELIER DU BERGER",1
"L'ATELIER DU 10",1
"L'ATELIER DES SŒURS",1
"L'ATELIER DES GATEAUX",1
"L'ATELIER DES COMPERES",1
"L'ATELIER DES BATIGNOLLES",1
"L'ATELIER DES ARTISTES",1
"L'ATELIER DE LILI",1
"L'ATELIER DE 17EME",1
"L'ATELIER CREPERIE",1
"LA TAVOLA",1
"LA TAVERNE DE ZHAO",1
"LA TAVERNE DES KORRIGAN",1
"LA TAVERNE DES CLOYS",1
"LA TAVERNE DE MONTMARTRE",1
"LA TAVERNE DE L ARBRE SEC",1
"LA TAVERNE DE LA GARE",1
"LA TAVERNE DE LA BUTTE",1
"LA TAVERNE DE CLUNY",1
"LA TARTINE DU NORD",1
"LA TARTINE",1
"LA TARTE AU CARRE",1
"LA TARENTELLA",1
"LA TAQUINERIE",1
"LA TAQUERIA",1
"L'ATALANTE",1
"LA TABLIER ROUGE",1
"LA TABLE VERTE",1
"LA TABLE OUVERTE",1
"LA TABLE MAROCAINE DU XVEME",1
"LA TABLE LIBANAISE",1
"LA TABLE JM",1
"LA TABLE DU VII",1
"LA TABLE DU MAGHREB",1
"LA TABLE DU LUXEMBOURG",1
"LA TABLE DU LOUP",1
"LA TABLE DU LAMEN",1
"LA TABLE DU CAVISTE",1
"LA TABLE D'HAMI",1
"LA TABLE DE TUNIS",1
"LA TABLE DES TERNES",1
"LA TABLE DES GOURMETS",1
"LA TABLE DES COPAINS",1
"LA TABLE DES ANGES",1
"LA TABLE DE PHILIPPE",1
"LA TABLE D'EMERAUDE",1
"LA TABLE DE MARIE",1
"LA TABLE DE LUCIE",1
"LA TABLE DE L'ELYSEES",1
"LA TABLE DE COLETTE",1
"LA TABLE DE BEZOUT",1
"LA TABLE D'ALIGRE",1
"LA TABLE D'A COTE",1
"LA TABLE",1
"LA SUITE HAUSSMANN",1
"LA SUITE",1
"LA SUEGRA",1
"L'ASTROLABE",1
"LA STATION RAMBUTEAU",1
"LA STATION",1
"L'ASSIGNAT",1
"L'ASSIETTE DU VOYAGEUR",1
"L'ASSIETTE D'OR",1
"L'ASSIETTE AUX FROMAGES",1
"L'ASSIETTE",1
"LASSERRE",1
"L'ASPHALTE",1
"LA SOURIS VERTE",1
"LA SOUMMAM",1
"LA SOSTA",1
"LA SORBONNE",1
"LA SOLITA TAVERNA",1
"LA SOIF",1
"LA SOCIETE",1
"LASKAB",1
"LA SIRENA PIZZERIA",1
"LA SIFFLOTTE",1
"LA SICILIENNE",1
"LA SICILIA",1
"LA SERENATA",1
"LA SEINE",1
"L'AS DU JAP",1
"L'AS DU FALLAFEL",1
"LA SCUDERIA",1
"L'ASCENSION",1
"LA SCENE THELEME",1
"LA SCENE",1
"LA SARRASINE",1
"LA SARDINE",1
"LA SANDWICHERIE DU XV",1
"LA SALLE À MANGER DE PASTIS",1
"LA SALLE A MANGER 2.0",1
"LA SALLE A MANGER",1
"LA SAJERIE",1
"LA SABLIERE",1
"LA RUGHETTA",1
"LA RUCOLA",1
"LA RUCHE A MIEL",1
"L'ART SOURCE",1
"L'ARTISE",1
"L'ART BRUT",1
"LARSON",1
"L'ARSENAL",1
"LA ROUTE DE LA SOIE",1
"LA ROTONDE SAINT HONORE",1
"LA ROTONDE HEBERTINE",1
"LA ROTONDE DE LA MUETTE",1
"LA ROTISSERIE D'ARGENT",1
"LA ROSE ROUGE",1
"LA ROSERAIE",1
"LA ROSE DU KASHMIR",1
"LA ROSE DU DESERT",1
"LA ROSE DE FRANCE",1
"LA ROSE DE DAMAS",1
"LA ROSACE",1
"LA ROSA",1
"L'AROME",1
"LA ROMANELLA",1
"LA ROCHE D’ORIENT",1
"LA ROCHE D'ORIENT",1
"LA ROBE & LA MOUSSE",1
