"X","Y","OBJECTID","c_ord","arro","qua","xbis","ybis","num","let","typ_voie","lib_voie","seq","sit","type","codact","ens","bio","surf","cc_id","cc_niv","niv47","niv18","niv8","niv2"
651955.357000001,6.8634568096e6,12115,4467,2,7,651955.357,6.8634568096e6,23,"","RUE","JEUNEURS",1,"R","C","CH103","BAMBOU",0,1,0,"",11101,111,5,1
652247.931699999,6.863108241e6,12125,5625,2,8,652247.9317,6.863108241e6,25,"","RUE","DUSSOUBS",1,"R","C","CH403","SNAKE IT EASY",0,1,0,"",11104,111,5,1
652375.739500001,6.8631308568e6,12127,5683,2,8,652375.7395,6.8631308568e6,61,"","RUE","REAUMUR",1,"A","C","CH201","MONKEY",0,1,0,"",11102,111,5,1
652134.849699996,6.8629811031e6,12128,5808,2,8,652134.8497,6.8629811031e6,16,"","RUE","MARIE STUART",1,"R","C","CH403","LA POMPADOUR",0,1,0,"",11104,111,5,1
652295.247199997,6.8629071046e6,12130,5865,2,8,652298.99339982,6.86290570246344e6,4,"","RUE","TIQUETONNE",2,"R","C","CH303","LE DENICHEUR",0,1,0,"",11103,111,5,1
652718.332800001,6.863349242e6,12139,6645,3,9,652718.3328,6.863349242e6,326,"","RUE","SAINT MARTIN",1,"R","C","CH303","MIKUNA",0,1,0,"",11103,111,5,1
652846.939499997,6.8630239518e6,12142,7043,3,9,652846.9395,6.8630239518e6,15,"","RUE","VOLTA",1,"R","C","CH303","CANTINE VOLTA",0,1,0,"",11103,111,5,1
652822.404200003,6.8629083192e6,12143,7183,3,9,652822.4042,6.8629083192e6,9,"","RUE","MAIRE",1,"R","C","CH104","L'ATTIRAIL",0,1,0,"",11101,111,5,1
653343.628899999,6.862741642e6,12148,7523,3,10,653343.6289,6.862741642e6,54,"","RUE","SAINTONGE",1,"R","C","CH403","06-LA-DI",0,1,0,"",11104,111,5,1
653372.365000002,6.8631216778e6,12153,7828,3,10,653372.365,6.8631216778e6,3,"","PL","REPUBLIQUE",6,"CC","C","CH303","LOOV",0,1,20,0,11103,111,5,1
652512.312799998,6.8623686185e6,12168,9602,4,13,652512.3128,6.8623686185e6,20,"","RUE","RENARD",1,"A","C","CH201","LE CHAT ZEN",0,1,0,"",11102,111,5,1
652661.570299998,6.8621651944e6,12174,10304,4,14,652659.6628924,6.86216167846538e6,18,"","RUE","ARCHIVES",2,"R","C","CH201","LES MARRONNIERS",0,1,0,"",11102,111,5,1
652938.8477,6.8620635505e6,12175,10452,4,14,652938.8477,6.8620635505e6,17,"","RUE","ECOUFFES",1,"R","C","CH101","RODCHENKO",0,1,0,"",11101,111,5,1
652960.456699997,6.8620833183e6,12178,10583,4,14,652960.4567,6.8620833183e6,20,"","RUE","ECOUFFES",1,"R","C","CH107","ONDA",0,1,0,"",11101,111,5,1
653405.856299996,6.8617427232e6,12180,11199,4,15,653405.8563,6.8617427232e6,2,"","RUE","BIRAGUE",1,"A","C","CH201","L'ARSENAL",0,1,0,"",11102,111,5,1
652425.021600001,6.8598864402e6,12191,12646,5,18,652426.68672356,6.85988280325574e6,21,"","AV","GOBELINS",2,"R","C","CH103","SUSHI KONNICHIWA",0,1,0,"",11101,111,5,1
651971.878899999,6.8599660959e6,12200,13233,5,19,651971.8789,6.8599660959e6,29,"","RUE","BERTHOLLET",1,"R","C","CH103","CHEZ SUKHA",0,1,0,"",11101,111,5,1
651983.604699999,6.8601593981e6,12201,13246,5,19,651984.1613924,6.86016335917228e6,8,"","RUE","BERTHOLLET",2,"R","C","CH401","COFFTEA & SHOP",0,1,0,"",11104,111,5,1
651404.028300002,6.8603687671e6,12206,13396,5,19,651404.0283,6.8603687671e6,139,"","BD","SAINT MICHEL",1,"A","C","CH201","LE GAMIN DE PARIS",0,1,0,"",11102,111,5,1
651698.9921,6.8606815428e6,12208,13527,5,19,651697.72089547,6.86068533542957e6,36,"","RUE","GAY LUSSAC",2,"A","C","CH201","LA BONBONNIERE",0,1,0,"",11102,111,5,1
652262.090400003,6.8605264879e6,12209,13643,5,19,652261.44536275,6.86053043554828e6,62,"","RUE","MOUFFETARD",2,"R","C","CH403","DRUNKEN BUNNY",0,1,0,"",11104,111,5,1
651888.900300004,6.8615312329e6,12215,14464,5,20,651888.9003,6.8615312329e6,37,"","RUE","HARPE",1,"R","C","CH101","GRAND MERE LOUISE",0,1,0,"",11101,111,5,1
651416.242700003,6.8616521229e6,12219,14959,6,21,651416.2427,6.8616521229e6,15,"","RUE","GREGOIRE DE TOURS",1,"R","C","CH302","NEKOTEA",0,1,0,"",11103,111,5,1
651522.307999998,6.8615849447e6,12221,15027,6,21,651522.308,6.8615849447e6,130,"","BD","SAINT GERMAIN",1,"A","C","CH201","GERMAINE",0,1,0,"",11102,111,5,1
651458.438299999,6.8615297327e6,12227,15530,6,22,651458.4383,6.8615297327e6,4,"","CAR","ODEON",1,"R","C","CH101","LES EDITEURS",0,1,0,"",11101,111,5,1
651154.188500002,6.8615165577e6,12232,15743,6,22,651154.1885,6.8615165577e6,15,"","RUE","GUISARDE",1,"R","C","CH403","POUSSE AU CRIME",0,1,0,"",11104,111,5,1
651198.477700002,6.8602437383e6,12237,16242,6,23,651198.4777,6.8602437383e6,161,"","BD","MONTPARNASSE",1,"R","C","CH103","DIAMANT ROSE",0,1,0,"",11101,111,5,1
650811.158500001,6.8604787982e6,12238,16281,6,23,650809.71525709,6.86047506764375e6,25,"","RUE","BREA",2,"R","C","CH303","L’AMBASSADE BRETONNE",0,1,0,"",11103,111,5,1
650864.751900002,6.8606132712e6,12240,16301,6,23,650864.7519,6.8606132712e6,3,"","RUE","BREA",1,"R","C","CH403","FUNZY CAFE",0,1,0,"",11104,111,5,1
650621.655599996,6.8612933108e6,12242,16542,6,23,650621.6556,6.8612933108e6,58,"","BD","RASPAIL",1,"A","C","CH403","LE RASPAIL",0,1,0,"",11104,111,5,1
650893.6263,6.8616778536e6,12255,17395,6,24,650893.6263,6.8616778536e6,22,"","RUE","DRAGON",1,"R","C","CH201","LES FUNAMBULES",0,1,0,"",11102,111,5,1
650768.799999997,6.8621676007e6,12263,18145,7,25,650768.8,6.8621676007e6,22,"","RUE","BEAUNE",1,"R","C","CH303","VGT BOWL",0,1,0,"",11103,111,5,1
650719.314400002,6.8623028424e6,12265,18211,7,25,650719.3144,6.8623028424e6,41,"","RUE","LILLE",1,"R","C","CH101","LES CLIMATS",0,1,0,"",11101,111,5,1
649981.550999999,6.8615078661e6,12271,19153,7,27,649981.551,6.8615078661e6,47,"","RUE","BABYLONE",1,"R","C","CH103","SOJA D'OR",0,1,0,"",11101,111,5,1
650036.288599998,6.8610839962e6,12272,19231,7,27,650039.72050106,6.86108605096401e6,68,"","RUE","SEVRES",2,"A","C","CH201","LA BRASSERIE DE SEGALA",0,1,0,"",11102,111,5,1
649059.759800002,6.8625439208e6,12284,19942,7,28,649059.7598,6.8625439208e6,15,"","RUE","MALAR",1,"R","C","CH303","BAR A PATES ET SALADES",0,1,0,"",11103,111,5,1
648827.207999997,6.8622390546e6,12291,20424,7,28,648827.208,6.8622390546e6,4,"","RUE","EXPOSITION",1,"R","C","CH101","POTTOKA",0,1,0,"",11101,111,5,1
649210.738200001,6.8632063386e6,12292,20548,8,29,649210.7382,6.8632063386e6,19,"","RUE","BAYARD",1,"R","C","CH103","SIAMIN BAR",0,1,0,"",11101,111,5,1
649117.8794,6.8643809352e6,12297,21294,8,30,649117.8794,6.8643809352e6,61,"","RUE","COURCELLES",1,"R","C","CH106","LINO",0,1,0,"",11101,111,5,1
648839.0766,6.8640187351e6,12299,21601,8,30,648839.0766,6.8640187351e6,15,"","RUE","LAMENNAIS",1,"R","C","CH101","TAILLEVENT",0,1,0,"",11101,111,5,1
649306.788900003,6.8639289035e6,12304,21896,8,30,649312.26324088,6.86393473716025e6,2,"","RUE","SAINT PHILIPPE DU ROULE",3,"R","C","CH107","MEXICAN STREET FOOD",0,1,0,"",11101,111,5,1
649332.029100001,6.8636336893e6,12307,22609,8,30,649328.43914227,6.86363545344384e6,23,"","RUE","PONTHIEU",2,"R","C","CH101","MONDAINE DE PARISO",0,1,0,"",11101,111,5,1
650053.460900001,6.864030286e6,12317,23645,8,31,650045.71327723,6.86402829242497e6,3,"","RUE","LA BOETIE",3,"R","C","CH201","BISTROT BOETIE",0,1,0,"",11102,111,5,1
649566.743000001,6.863907916e6,12318,23841,8,31,649562.87517205,6.86390689624173e6,59,"","RUE","LA BOETIE",2,"R","C","CH303","MED'EAT",0,1,0,"",11103,111,5,1
649991.312700003,6.8640812176e6,12322,24350,8,32,649987.39272299,6.86408201370316e6,97,"","BD","HAUSSMANN",2,"R","C","CH101","SALON BOWMAN",0,1,0,"",11101,111,5,1
650628.074600004,6.8643899896e6,12330,24944,8,32,650628.0746,6.8643899896e6,21,"","RUE","AMSTERDAM",1,"R","C","CH303","PACHA KEBAB",0,1,0,"",11103,111,5,1
650972.217100002,6.8646923535e6,12335,25838,9,33,650972.2171,6.8646923535e6,54,"","RUE","BLANCHE",1,"R","C","CH101","LE FLAMBOIRE",0,1,0,"",11101,111,5,1
651463.1017,6.8643791074e6,12344,26465,9,33,651463.1017,6.8643791074e6,13,"","RUE","NOTRE DAME DE LORETTE",1,"R","C","CH201","LE BERGERAC",0,1,0,"",11102,111,5,1
651428.1998,6.8642975825e6,12345,26503,9,33,651432.11498379,6.86429840185089e6,18,"","RUE","SAINT LAZARE",2,"R","C","CH303","CHAMAILLE",0,1,0,"",11103,111,5,1
651229.484300002,6.863850537e6,12348,26815,9,34,651229.4843,6.863850537e6,28,"","BD","HAUSSMANN",1,"A","C","CH201","CORNER HAUSSMAN",0,1,0,"",11102,111,5,1
651142.984099999,6.8638865168e6,12349,26830,9,34,651142.9841,6.8638865168e6,4,"","RUE","LA FAYETTE",1,"R","C","CH303","KISORO",0,1,0,"",11103,111,5,1
650996.2192,6.8640563698e6,12352,27042,9,34,651000.21608865,6.86405621206247e6,6,"","RUE","JOUBERT",2,"R","C","CH101","CREPES CITY",0,1,0,"",11101,111,5,1
650626.797300003,6.8636649571e6,12357,27370,9,34,650627.74668749,6.86366884279986e6,15,"","RUE","GODOT DE MAUROY",2,"R","C","CH303","BUTCHER",0,1,0,"",11103,111,5,1
651265.267099999,6.8636900506e6,12358,27780,9,34,651265.2671,6.8636900506e6,30,"","BD","ITALIENS",1,"A","C","CH201","HANOI CA PHE",0,1,0,"",11102,111,5,1
651659.970100001,6.864051794e6,12362,28102,9,35,651659.9701,6.864051794e6,32,"","RUE","DROUOT",1,"R","C","CH302","STREET BANH MI",0,1,0,"",11103,111,5,1
651770.273100004,6.8641294717e6,12363,28225,9,35,651770.2731,6.8641294717e6,58,"","RUE","LA FAYETTE",1,"A","C","CH108","SWAGAT",0,1,0,"",11101,111,5,1
651884.151100002,6.8638684612e6,12365,28453,9,35,651876.15715854,6.86386877248754e6,11,"","RUE","MONTYON",3,"R","C","CH103","MAKHAM THAI",0,1,0,"",11101,111,5,1
652079.645599999,6.8639826933e6,12367,28707,9,35,652087.64556053,6.86398266816832e6,14,"","RUE","RICHER",3,"A","C","CH103","THAI",0,1,0,"",11101,111,5,1
651517.694200002,6.8640552269e6,12370,28970,9,35,651517.6942,6.8640552269e6,39,"","RUE","LA FAYETTE",1,"R","C","CH401","LONG & TEE",0,1,0,"",11104,111,5,1
651954.207400002,6.8645081273e6,12374,29231,9,36,651950.42283247,6.86450942230912e6,5,"","RUE","LA TOUR D AUVERGNE",2,"R","C","CH108","SOBANE",0,1,0,"",11101,111,5,1
651992.7619,6.8645377923e6,12376,29461,9,36,651992.7619,6.8645377923e6,47,"","RUE","ROCHECHOUART",1,"R","C","CH101","BOUILLON 47",0,1,0,"",11101,111,5,1
652067.875299998,6.864607494e6,12385,29918,9,36,652071.84790116,6.86460702662429e6,28,"","RUE","CONDORCET",2,"R","C","CH103","K'SI",0,1,0,"",11101,111,5,1
652623.7619,6.8645275945e6,12392,30658,10,37,652625.09910144,6.86453136436635e6,1,"","BD","DENAIN",2,"R","C","CH104","SANWICH KEBAB",0,1,0,"",11101,111,5,1
652811.987499997,6.8645564817e6,12393,30718,10,37,652811.9875,6.8645564817e6,151,"","RUE","LA FAYETTE",1,"R","C","CH108","CAFE DU MBIRYANI",0,1,0,"",11101,111,5,1
652998.8354,6.8646290415e6,12395,30873,10,37,653002.55193027,6.86463052048708e6,171,"","RUE","LA FAYETTE",2,"R","C","CH108","TANDOORI LA FAYETTE",0,1,0,"",11101,111,5,1
653354.676899999,6.864819105e6,12397,31155,10,37,653351.63527614,6.86482170279219e6,43,"","RUE","LOUIS BLANC",2,"R","C","CH403","LE LOUIS BLANC",0,1,0,"",11104,111,5,1
653422.332699999,6.8647471958e6,12400,31229,10,37,653427.36617813,6.86475341384615e6,219,"","RUE","FAUBOURG SAINT MARTIN",3,"R","C","CH303","ISTAMBUL",0,1,0,"",11103,111,5,1
652706.952600002,6.8642989717e6,12403,31551,10,37,652706.9526,6.8642989717e6,85,"B","BD","MAGENTA",8,"CC","C","CH105","OH AFRICA",0,1,303,0,11101,111,5,1
652174.807899997,6.8637341932e6,12406,31889,10,38,652174.8079,6.8637341932e6,16,"","RUE","FAUBOURG POISSONNIERE",1,"R","C","CH302","TUTI PASTA",0,1,0,"",11103,111,5,1
652461.932899997,6.863723999e6,12407,32035,10,38,652461.9329,6.863723999e6,15,"","RUE","ENGHIEN",1,"R","C","CH303","AVESTA",0,1,0,"",11103,111,5,1
652604.223800004,6.8640523706e6,12410,32357,10,38,652604.2238,6.8640523706e6,16,"","RUE","PARADIS",1,"R","C","CH303","JUNGLI",0,1,0,"",11103,111,5,1
652749.420400001,6.8640575959e6,12411,32437,10,38,652749.4204,6.8640575959e6,102,"","RUE","FAUBOURG SAINT DENIS",1,"R","C","CH106","CASTA DIVA",0,1,0,"",11101,111,5,1
653123.097400002,6.8635539593e6,12418,33054,10,39,653124.77330664,6.86355759128801e6,27,"","RUE","LANCRY",2,"R","C","CH302","HOLAM",0,1,0,"",11103,111,5,1
653288.882600002,6.86343532e6,12424,33627,10,39,653288.8826,6.86343532e6,5,"","RUE","BEAUREPAIRE",1,"R","C","CH302","EDONIS",0,1,0,"",11103,111,5,1
653032.581500001,6.8638009467e6,12425,33690,10,39,653038.68097879,6.86379061246764e6,44,"","BD","MAGENTA",4,"R","C","CH302","COZY POKE",0,1,0,"",11103,111,5,1
653815.791000001,6.8638955173e6,12430,34622,10,40,653815.791,6.8638955173e6,22,"","AV","CLAUDE VELLEFAUX",1,"A","C","CH403","ZOCO BAR",0,1,0,"",11104,111,5,1
654289.775700003,6.8636164039e6,12433,34907,11,41,654289.7757,6.8636164039e6,7,"","RUE","PRESENTATION",1,"R","C","CH103","LE GRAND BOL",0,1,0,"",11101,111,5,1
654537.1558,6.8633981355e6,12436,35029,11,41,654537.1558,6.8633981355e6,37,"","BD","BELLEVILLE",1,"A","C","CH303","BABA BEN’S",0,1,0,"",11103,111,5,1
654253.482299998,6.8632164885e6,12437,35075,11,41,654249.76037406,6.86321502314431e6,80,"","RUE","JEAN PIERRE TIMBAUD",2,"R","C","CH303","THE HOOD",0,1,0,"",11103,111,5,1
653499.130599998,6.8631517411e6,12443,35992,11,41,653499.1306,6.8631517411e6,4,"","AV","REPUBLIQUE",1,"R","C","CH403","LE LITTLE",0,1,0,"",11104,111,5,1
653596.042900003,6.8627136366e6,12446,36239,11,41,653596.0429,6.8627136366e6,1,"","RUE","OBERKAMPF",1,"A","C","CH201","AUTOBUS CAFE",0,1,0,"",11102,111,5,1
654005.388300002,6.8629021185e6,12451,36545,11,42,654003.17124587,6.86290544786495e6,1,"","RUE","JACQUARD",2,"R","C","CH201","AVE MARIA & CO",0,1,0,"",11102,111,5,1
653989.045100003,6.8629180121e6,12452,36562,11,42,653985.1813967,6.86291697682382e6,52,"","RUE","OBERKAMPF",2,"R","C","CH302","PLANETE AFRIKA",0,1,0,"",11103,111,5,1
654019.840099998,6.862257794e6,12454,37266,11,42,654019.8401,6.862257794e6,29,"","RUE","CHEMIN VERT",1,"CI","C","CH103","LA BAMBOUCHE",0,1,0,"",11101,111,5,1
654116.455499999,6.8625841098e6,12459,37606,11,42,654116.4555,6.8625841098e6,8,"","RUE","FOLIE MERICOURT",1,"R","C","CH403","MONSIEUR ALPHONSE",0,1,0,"",11104,111,5,1
654603.439900003,6.862275744e6,12462,38374,11,43,654603.4399,6.862275744e6,17,"","RUE","PETION",1,"A","C","CH402","LE JEAN BART",0,1,0,"",11104,111,5,1
654513.014799997,6.8620684393e6,12473,39184,11,43,654513.0148,6.8620684393e6,52,"","RUE","GODEFROY CAVAIGNAC",1,"R","C","CH103","TYAMATO",0,1,0,"",11101,111,5,1
654575.828000002,6.8620394642e6,12475,39216,11,43,654575.828,6.8620394642e6,47,"","RUE","RICHARD LENOIR",1,"R","C","CH303","CANTINE VOLTAIRE",0,1,0,"",11103,111,5,1
654389.497599997,6.8620519908e6,12477,39374,11,43,654382.49253496,6.86204812698533e6,112,"","RUE","ROQUETTE",3,"R","C","CH302","DI LORETTA",0,1,0,"",11103,111,5,1
654045.479400001,6.8616400592e6,12482,39694,11,43,654045.4794,6.8616400592e6,30,"","RUE","LAPPE",1,"R","C","CH403","L'OR EN BAR",0,1,0,"",11104,111,5,1
653894.773199998,6.8617866103e6,12486,39848,11,43,653898.31347556,6.8617884721402e6,17,"","RUE","ROQUETTE",2,"R","C","CH303","FLORYA",0,1,0,"",11103,111,5,1
654090.271899998,6.8615620333e6,12487,39873,11,44,654086.81395474,6.86155481924326e6,12,"","RUE","CHARONNE",3,"R","C","CH403","CAFE DU PASSAGE",0,1,0,"",11104,111,5,1
654974.139600001,6.861275884e6,12494,40369,11,44,654981.94479576,6.86127412931509e6,255,"","RUE","FAUBOURG SAINT ANTOINE",3,"R","C","CH101","A CURSITA",0,1,0,"",11101,111,5,1
655253.848700002,6.8612074051e6,12495,40508,11,44,655261.64927545,6.861205629988e6,287,"","RUE","FAUBOURG SAINT ANTOINE",3,"R","C","CH101","QUEYRELOU",0,1,0,"",11101,111,5,1
655469.848499998,6.8616372398e6,12505,41104,11,44,655469.8485,6.8616372398e6,58,"","AV","PHILIPPE AUGUSTE",1,"R","C","CH303","YARDS",0,1,0,"",11103,111,5,1
654506.702799998,6.8613474999e6,12508,41245,11,44,654506.7028,6.8613474999e6,165,"","RUE","FAUBOURG SAINT ANTOINE",1,"A","C","CH303","LES DELICES DE LA FORGE ROYALE",0,1,0,"",11103,111,5,1
656233.7535,6.8607674761e6,12510,41389,12,45,656233.7535,6.8607674761e6,19,"","RUE","RENDEZ VOUS",1,"R","C","CH103","SAKURA",0,1,0,"",11101,111,5,1
656327.284100004,6.8599288072e6,12514,41799,12,45,656327.2841,6.8599288072e6,12,"","RUE","ROTTEMBOURG",1,"A","C","CH106","DON DIEGO",0,1,0,"",11101,111,5,1
655584.620800003,6.860962122e6,12516,42115,12,46,655584.6208,6.860962122e6,9,"","RUE","JAUCOURT",1,"R","C","CH201","CHIBBY'S DINER",0,1,0,"",11102,111,5,1
655675.997000001,6.8600528386e6,12519,42604,12,46,655679.5428209,6.86004566732716e6,100,"","RUE","CLAUDE DECAEN",3,"R","C","CH302","LA MARGHERITA",0,1,0,"",11103,111,5,1
656078.900899999,6.8596522734e6,12520,42712,12,46,656081.56077877,6.85965526088137e6,55,"","AV","GENERAL MICHEL BIZOT",2,"R","C","CH302","DOMINO'S PIZZA",0,1,0,"",11103,111,5,1
656011.986699998,6.85954565e6,12521,42765,12,46,656011.9867,6.85954565e6,48,"","AV","GENERAL MICHEL BIZOT",1,"A","C","CH402","LE DIPLOMATE",0,1,0,"",11104,111,5,1
655256.233000003,6.8600873315e6,12524,43062,12,46,655256.233,6.8600873315e6,7,"","BD","REUILLY",1,"A","C","CH201","CHEZ COQUILLE",0,1,0,"",11102,111,5,1
654770.071900003,6.86069981e6,12528,43299,12,46,654770.0719,6.86069981e6,157,"","RUE","CHARENTON",1,"A","C","CH201","MON COLONEL",0,1,0,"",11102,111,5,1
655207.019400001,6.8606199579e6,12532,43437,12,46,655207.0194,6.8606199579e6,53,"","RUE","JACQUES HILLAIRET",1,"R","C","CH201","LA TERRASSE DES METIERS",0,1,0,"",11102,111,5,1
653964.072999999,6.8606845321e6,12535,43890,12,48,653964.073,6.8606845321e6,2,"","PL","LOUIS ARMAND",29,"CC","C","CH302","COTE SUSHI",0,1,204,0,11103,111,5,1
654646.025899999,6.8607424548e6,12538,44119,12,48,654649.85879127,6.86074131070886e6,145,"","RUE","CHARENTON",2,"R","C","CH403","JOSANICA",0,1,0,"",11104,111,5,1
653828.7883,6.8609792163e6,12549,45196,12,48,653831.70465244,6.8609819539794e6,17,"","RUE","AUSTERLITZ",2,"R","C","CH103","LI YUAN",0,1,0,"",11101,111,5,1
652462.853100002,6.8598272699e6,12551,45446,13,49,652462.8531,6.8598272699e6,85,"","BD","SAINT MARCEL",1,"A","C","CH201","LE CANON DES GOBELINS",0,1,0,"",11102,111,5,1
652883.977300003,6.8592966154e6,12554,45590,13,49,652883.9773,6.8592966154e6,1,"","RUE","GODEFROY",1,"A","C","CH303","CRÊPERIE PARIS BREIZH",0,1,0,"",11103,111,5,1
652937.323399998,6.859686133e6,12557,45713,13,49,652937.3234,6.859686133e6,123,"","BD","HOPITAL",1,"A","C","CH106","L'ORAZIANO",0,1,0,"",11101,111,5,1
654029.7038,6.8587570746e6,12558,45861,13,50,654029.7038,6.8587570746e6,42,"","RUE","CANTAGREL",1,"A","C","CH201","LE LIMOUSIN",0,1,0,"",11102,111,5,1
654103.532200001,6.8590233873e6,12559,45921,13,50,654103.5322,6.8590233873e6,16,"","RUE","TOLBIAC",1,"R","C","CH302","CROQ DE BIBLIOTHEQUE",0,1,0,"",11103,111,5,1
653091.342699997,6.858204543e6,12570,47075,13,51,653091.3427,6.858204543e6,18,"","RUE","PHILIBERT LUCOT",1,"R","C","CH103","PHO 18",0,1,0,"",11101,111,5,1
650617.684699997,6.8603879218e6,12584,48993,14,53,650621.60187414,6.8603887315819e6,22,"","RUE","DELAMBRE",2,"R","C","CH103","KOREAN BARBECUE",0,1,0,"",11101,111,5,1
650463.609499998,6.8603857787e6,12586,49091,14,53,650463.6095,6.8603857787e6,64,"","RUE","MONTPARNASSE",1,"R","C","CH103","YAKITORI",0,1,0,"",11101,111,5,1
650434.304300003,6.8604574216e6,12587,49108,14,53,650434.3043,6.8604574216e6,13,"","RUE","ODESSA",1,"R","C","CH106","LA VACHE AU COMPTOIR",0,1,0,"",11101,111,5,1
650270.446800001,6.8603849975e6,12588,49121,14,53,650267.92843326,6.86038188979523e6,27,"","RUE","DEPART",2,"R","C","CH303","MC DONALD'S",0,1,0,"",11103,111,5,1
650317.235699996,6.8602796188e6,12589,49133,14,53,650317.2357,6.8602796188e6,10,"","RUE","MAINE",1,"A","C","CH201","CAFE MILOU",0,1,0,"",11102,111,5,1
651242.666699998,6.8588086868e6,12593,49766,14,54,651242.6667,6.8588086868e6,6,"","RUE","ALESIA",1,"A","C","CH108","ASSANABEL",0,1,0,"",11101,111,5,1
651124.864100002,6.8591062283e6,12594,49775,14,54,651124.8641,6.8591062283e6,55,"","RUE","TOMBE ISSOIRE",1,"R","C","CH403","LE PETIT CLUB",0,1,0,"",11104,111,5,1
651226.456200004,6.859378342e6,12595,49810,14,55,651229.61671598,6.85938569122709e6,8,"","RUE","TOMBE ISSOIRE",3,"R","C","CH303","PASTA’CO",0,1,0,"",11103,111,5,1
650593.129299998,6.8587387394e6,12601,50094,14,55,650593.1293,6.8587387394e6,16,"","RUE","ALPHONSE DAUDET",1,"A","C","CH201","CHEZ ALPHONSE",0,1,0,"",11102,111,5,1
650493.966300003,6.8588094391e6,12605,50631,14,55,650493.9663,6.8588094391e6,12,"","AV","JEAN MOULIN",1,"R","C","CH201","CAPRICE CAFE",0,1,0,"",11102,111,5,1
650599.405599996,6.859527275e6,12611,51072,14,55,650599.4056,6.859527275e6,23,"","RUE","LIANCOURT",1,"R","C","CH103","CHEZ Y-LAN",0,1,0,"",11101,111,5,1
649869.310199998,6.8590093553e6,12617,51663,14,56,649869.3102,6.8590093553e6,68,"","RUE","DIDOT",1,"A","C","CH103","KO SAMUI",0,1,0,"",11101,111,5,1
649937.8288,6.8594820807e6,12618,51861,14,56,649937.8288,6.8594820807e6,51,"","RUE","PLAISANCE",1,"R","C","CH403","BARKY",0,1,0,"",11104,111,5,1
649037.040299997,6.8594421317e6,12626,52548,15,57,649037.0403,6.8594421317e6,20,"","RUE","ROSENWALD",1,"A","C","CH201","LE GRAND PAN",0,1,0,"",11102,111,5,1
648315.1941,6.8596119245e6,12629,52792,15,57,648315.1941,6.8596119245e6,1,"","RUE","MORILLONS",1,"A","C","CH402","L'ARIEL",0,1,0,"",11104,111,5,1
648893.007799998,6.8596900522e6,12643,54186,15,57,648893.0078,6.8596900522e6,9,"","RUE","VOUILLE",1,"A","C","CH103","AJI KYO",0,1,0,"",11101,111,5,1
648964.704000004,6.8602895562e6,12650,54845,15,58,648964.704,6.8602895562e6,228,"","RUE","VAUGIRARD",1,"R","C","CH502","PIZZA HUT",0,1,0,"",11105,111,5,1
649139.308700003,6.8603992688e6,12651,54954,15,58,649139.3087,6.8603992688e6,21,"","RUE","COPREAUX",1,"R","C","CH103","LE DRAPEAU DE LA FIDELITE",0,1,0,"",11101,111,5,1
648799.793200001,6.8607207702e6,12658,55829,15,58,648800.86232106,6.86071284196059e6,51,"","RUE","CAMBRONNE",3,"R","C","CH103","BAP SAIN",0,1,0,"",11101,111,5,1
647981.8094,6.8612788438e6,12664,56307,15,59,647981.8094,6.8612788438e6,22,"","RUE","LOURMEL",1,"R","C","CH106","IL TRONCHETTO",0,1,0,"",11101,111,5,1
647952.080600001,6.861220495e6,12669,56807,15,59,647952.0806,6.861220495e6,28,"","RUE","LOURMEL",1,"A","C","CH403","LE PLAN B",0,1,0,"",11104,111,5,1
645917.530299999,6.8604630887e6,12696,59548,16,61,645917.5303,6.8604630887e6,48,"","BD","EXELMANS",1,"R","C","CH201","LE TUNNEL",0,1,0,"",11102,111,5,1
646104.424999997,6.8617818421e6,12698,59889,16,61,646104.425,6.8617818421e6,29,"","RUE","DOCTEUR BLANCHE",1,"A","C","CH101","LE BRANDEVIN",0,1,0,"",11101,111,5,1
647063.814499997,6.8626566326e6,12708,61031,16,62,647063.8145,6.8626566326e6,90,"","RUE","TOUR",1,"R","C","CH201","LE 90",0,1,0,"",11102,111,5,1
647922.870499998,6.8634704677e6,12720,61999,16,64,647926.80326508,6.86346973738581e6,16,"","RUE","COPERNIC",2,"A","C","CH106","PICCOLINO",0,1,0,"",11101,111,5,1
647879.529299997,6.8630955828e6,12729,62542,16,64,647872.60334023,6.86308115951739e6,69,"","AV","KLEBER",5,"R","C","CH502","SPEED RABBIT PIZZA",0,1,0,"",11105,111,5,1
648420.455700003,6.863503262e6,12730,62794,16,64,648420.4557,6.863503262e6,20,"B","RUE","JEAN GIRAUDOUX",1,"R","C","CH201","AFRICAN LOUNGE",0,1,0,"",11102,111,5,1
648311.306199998,6.864476627e6,12732,62988,17,65,648311.3062,6.864476627e6,25,"","AV","TERNES",1,"R","C","CH303","MONOPRIX",0,1,0,"",11103,111,5,1
647777.506300002,6.8647078956e6,12739,63700,17,65,647777.5063,6.8647078956e6,84,"","AV","TERNES",1,"A","C","CH201","LE HAMEAU",0,1,0,"",11102,111,5,1
648305.668700002,6.8646575431e6,12746,64434,17,65,648305.6687,6.8646575431e6,2,"B","RUE","FOURCROY",1,"R","C","CH201","LE LUTIN",0,1,0,"",11102,111,5,1
648401.741099998,6.8645982322e6,12747,64459,17,65,648401.7411,6.8645982322e6,5,"","RUE","SAUSSIER LEROY",1,"R","C","CH303","LA PETITE TABLE",0,1,0,"",11103,111,5,1
