"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
1609.,"inc","Colvocoresses Reef","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region",10.,"inc","inc","inc","inc",-4.9,72.616667,0.,"","","","","","","","","",2395.,"","","","","","","pas sur la carte",1.
1610.,77.40833741966192,"Diego Garcia Island","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago",90.,650.,"Asia",1800.,"Indian region",37.6,113.4,3.015957446808511,5.,500000.,-7.251920666666667,72.409522,4239.,"","","","","","","","",1642.,2400.,"","","","","","","sur la carte",3.
1611.,"inc","Egmont Islands","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region",4.52,"inc","inc","inc","inc",-6.669042666666667,71.343238,0.,"Egmont Atoll","Six Iles","","","","","","","",2405.,"","","","","","","sur la carte",3.
1612.,"inc","Ganges Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region",30.,"inc","inc","inc","inc",-7.383333,70.966667,0.,"","","","","","","","","",2423.,"","","","","","","pas sur la carte",1.
1613.,73.39896656640104,"Great Chagos Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago",50.,600.,"Asia",1750.,"Indian region",6.,"inc","inc","inc","inc",-6.,72.52,"inc","","","","","","","","",1654.,"2398, 2402, 2469, 2476, 2477, 2512, 2520","","","8 islands: Eagle Island, Middle Brother Island, North Brother Island, South Brother Island, Danger Island, Nelsons Island, and Sea Cow Island","","","","pas sur la carte",1.
1614.,"inc","Owen Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region","inc","inc","inc","inc","inc",-6.8,70.233333,0.,"","","","","","","","","",2483.,"","","","","","","pas sur la carte",1.
1615.,71.80512432958722,"Perhos Banhos","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago",30.,600.,"Asia",1750.,"Indian region",9.6,"inc","inc","inc","inc",-5.332493166666666,71.81853391666665,"inc","Pedro dos Banhos","Baixo de Pero dos Banhos","Peros Banhos","","","","","",1681.,2491.,"","","27 islands","","","","sur la carte",24.
1616.,"inc","Pitt Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region","inc","inc","inc","inc","inc",-7.066667,72.516667,0.,"","","","","","","","","",2493.,"","","","","","","pas sur la carte",1.
1617.,71.80512432958722,"Salomon Atoll","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago",30.,600.,"Asia",1750.,"Indian region",3.56,"inc","inc","inc","inc",-5.332177714285715,72.24442385714286,0.,"Salomon Islands","","","","","","","",1688.,2502.,"","","11 islands","","","","sur la carte",7.
1618.,"inc","Speakers Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region",0.001,"inc","inc","inc","inc",-4.916667,72.333333,0.,"","","","","","","","","",2525.,"","","","","","","pas sur la carte",1.
1619.,"inc","Victory Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region","inc","inc","inc","inc","inc",-5.55,72.233333,0.,"","","","","","","","","",2544.,"","","","","","","pas sur la carte",1.
1620.,"inc","Wight Bank","United Kingdom","British Indian Ocean Territory","iot","","","","Chagos Archipelago","inc","inc","inc","inc","Indian region","inc","inc","inc","inc","inc",-7.416667,71.533333,0.,"","","","","","","","","",2553.,"","","","","","","pas sur la carte",1.
1621.,28.457513110645905,"Achill Island","Ireland","Connacht","irl","","","","",1.,1.,"Europe",700.,"Atlantic region",146.,128.,0.8767123287671232,672.,"inc",53.951021,-10.000534,2700.,"Acaill","Oileán Acla","","","","","","",961.,1421.,"","","","","","","rattachée à une autre île",1.
1622.,"inc","Achillbeg Island","Ireland","Connacht","irl","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",53.8649,-9.9518,0.,"Acaill Bheag Island","","","","","","","","",1422.,"","","","","","","sur la carte",1.
1623.,"inc","Arranmore Island","Ireland","Ulster","irl","","","","","inc","inc","inc","inc","Atlantic region",22.,"inc","inc","inc","inc",54.98953,-8.53089,514.,"Árainn Mhór","Aran Island","Arranmore","","","","","","",1423.,"","","","","","","sur la carte",1.
1624.,"inc","Aughinish Island","Ireland","Munster","irl","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc",0.,"inc",53.09,-9.04,"inc","Aughnish","Eachinis","","","","","","","",1424.,"","","","","","","rattachée à une autre île",1.
1625.,"inc","Clare Island","Ireland","Connacht","irl","","","","","inc","inc","inc","inc","Atlantic region",16.,"inc","inc",462.,"inc",53.805,-9.993611,125.,"Oileán Chliara","","","","","","","","",1425.,"","","","","","","sur la carte",1.
1626.,"inc","Inisheer Island","Ireland","Connacht","irl","","","","","inc","inc","inc","inc","Atlantic region",8.,"inc","inc","inc","inc",53.058056,-9.5275,300.,"Inishere","Inis Oírr","","","","","","","",1427.,"","","","","","","sur la carte",1.
1627.,"inc","Inishmaan Island","Ireland","Connacht","irl","","","","","inc","inc","inc","inc","Atlantic region",9.,"inc","inc","inc","inc",53.083333,-9.583333,160.,"Inis Meáin","Inis Meadhóin","","","","","","","",1428.,"","","","","","","sur la carte",1.
1628.,30.373412745474774,"Inishmore Island","Ireland","Connacht","irl","","","","",2.,12.,"Europe",650.,"Atlantic region",31.,"inc","inc","inc","inc",53.123611,-9.7275,900.,"Aranmore","Inis Mór","Árainn Mhór","","","","","",962.,1429.,"","","","","","","sur la carte",1.
1629.,28.94427190999916,"Ireland Island","Ireland/United Kingdom","","irl","gbr","","","",20.,20.,"Europe",400.,"Atlantic region",81638.1,2656.8,0.03254362852638658,1032.,6.418e6,54.0323245,-7.303671,5.9e6,"Ireland","","","","","","","",963.,72.,"","","",83.26,16.74,"","sur la carte",2.
1630.,"inc","Little Skellig Island","Ireland","Munster","irl","","","","","inc","inc","inc","inc","Atlantic region",0.08,"inc","inc",134.,"inc",51.781492,-10.509111,0.,"Sceilig Bheag","","","","","","","","",1431.,"","","","","","","sur la carte",1.
1631.,"inc","Sherkin Island","Ireland","Munster","irl","","","","","inc","inc","inc","inc","Atlantic region",5.,"inc","inc",189.,"inc",51.466667,-9.416667,100.,"Inisherkin","Inis Arcáin","","","","","","","",1432.,"","","","","","","sur la carte",1.
1632.,"inc","Skellig Michael Island","Ireland","Munster","irl","","","","","inc","inc","inc","inc","Atlantic region",0.219,"inc","inc",218.,"inc",51.771111,-10.540556,0.,"Great Skellig","Sceilig Mhichíl","Sceilig Mhór","","","","","","",1433.,"","","","","","","sur la carte",1.
1633.,"inc","Tory Island","Ireland","Munster","irl","","","","","inc","inc","inc","inc","Atlantic region",5.,"inc","inc","inc","inc",55.2626,-8.2168,300.,"Toraigh","Oileán Thoraigh","Oileán Thoraí","Oileán Thúr Rí","","","","","",1434.,"","","","","","","sur la carte",1.
1634.,"inc","Abu Musa Island","Iran","Sharjah","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",12.,"inc","inc",110.,"inc",25.866667,55.033333,2100.,"Gap-sabzu","Bumuf","Bum-i Musa","Abu Musa","","","","","",1413.,"","","","","","","sur la carte",1.
1635.,"inc","Greater Tunb Island","Iran","Hormozga-n","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",10.3,"inc","inc","inc","inc",26.26389,55.305,450.,"Tonb-e Bozorg","Tunb el-Kubra","","","","","","","",1414.,"","","","","","","sur la carte",1.
1636.,"inc","Kish Island","Iran","Hormozga-n","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",91.,"inc","inc","inc","inc",26.544167,53.976111,26000.,"","","","","","","","","",1415.,"","","","","","","sur la carte",1.
1637.,"inc","Lark Island","Iran","Hormozga-n","irn","","","","Strait of Ormuz","inc","inc","inc","inc","Indian region",49.,"inc","inc",81.,"inc",26.85,56.35,466.,"Larak Island","","","","","","","","",1416.,"","","","","","","sur la carte",1.
1638.,"inc","Lavan Island","Iran","Hormozga-n","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",76.,"inc","inc","inc","inc",26.817,53.267,"inc","","","","","","","","","",1417.,"","","","","","","sur la carte",1.
1639.,"inc","Lesser Tunb Island","Iran","Hormozga-n","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",2.,"inc","inc","inc","inc",26.24194,55.14722,0.,"Tonb-e Kuchak","Tunb el-Sughra","","","","","","","",1418.,"","","","","","","sur la carte",1.
1640.,6.708203932499369,"Qeshm Island","Iran","Hormozga-n","irn","","","","Strait of Ormuz",5.,5.,"Asia",5.,"Indian region",1488.2,290.5,0.19520225776105363,397.,1.e6,26.75,55.816667,200000.,"","","","","","","","",960.,1419.,"","","","","","","sur la carte",1.
1641.,"inc","Sirri Island","Iran","Hormozga-n","irn","","","","Persian Gulf","inc","inc","inc","inc","Indian region",17.3,"inc","inc",33.,"inc",25.909444,54.539444,"inc","Siri Island","","","","","","","","",1420.,"","","","","","","sur la carte",1.
1642.,"inc","Eldey Island","Iceland","","isl","","","","","inc","inc","inc","inc","Atlantic region",0.03,"inc","inc",77.,"inc",63.733,-22.933,"inc","Fire Island","","","","","","","","",1236.,"","","","","","","pas sur la carte",1.
1643.,"inc","Geirfuglasker Island","Iceland","","isl","","","","Vestmannaeyjar Archipelago","inc","inc","inc","inc","Atlantic region",0.01903484,574.8,30197.25934129207,"inc","inc",63.3176,-20.49797,0.,"Great Auk Rock","","","","","","","","",1237.,"","","","","","","pas sur la carte",1.
1644.,"inc","Heimaey Island","Iceland","","isl","","","","Vestmannaeyjar Archipelago","inc","inc","inc","inc","Atlantic region",13.4,"inc","inc",200.,"inc",63.416667,-20.283333,4500.,"Home Island","","","","","","","","",1238.,"","","","","","","sur la carte",1.
1645.,65.46308616622244,"Iceland Island","Iceland","","isl","","","","",300.,300.,"Europe",950.,"Atlantic region",101826.,3917.7,0.03847445642566731,1479.,6.418e6,64.5,-19.,241750.,"Iceland Island","","","","","","","",801.,1239.,"","","","","","","sur la carte",1.
1646.,"inc","Surtsey Island","Iceland","","isl","","","","Vestmannaeyjar Archipelago","inc","inc","inc","inc","Atlantic region",1.4,"inc","inc",155.,"inc",63.303938,-20.581406,0.,"Surtur's Island","","","","","","","","",1240.,"","","","","","","sur la carte",1.
1647.,"inc","Alicudi Island","Italy","Sicily","ita","","","","Aeolian Islands","inc","inc","inc","inc","Mediterranean region",5.2,"inc","inc",675.,"inc",38.545833,14.35,120.,"","","","","","","","",964.,1436.,"","","","","","","sur la carte",1.
1648.,18.538729058970194,"Asinara Island","Italy","Sardinia","ita","","","","Sardinia",1.,2.,"Europe",260.,"Mediterranean region",51.,100.,1.9607843137254901,200.,"inc",41.066667,8.266667,500.,"","","","","","","","",965.,1437.,"","","","","","","sur la carte",1.
1649.,"inc","Capraia Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",19.,"inc","inc",52.,"inc",43.03778,9.820004,410.,"","","","","","","","",966.,1438.,"","","","","","","sur la carte",1.
1650.,5.196152422706632,"Capri Island","Italy","Napoli","ita","","","","Flegrean Islands",3.,3.,"Europe",3.,"Mediterranean region",10.4,"inc","inc",589.,"inc",40.55,14.233333,12200.,"","","","","","","","",967.,1439.,"","","","","","","sur la carte",1.
1651.,7.348469228349534,"Elba Island","Italy","Toscano","ita","","","","Tuscan Archipelago",6.,6.,"Europe",6.,"Mediterranean region",229.4,147.,0.6408020924149956,1019.,1.e6,42.76183,10.24083,30000.,"Isola d'Elba","","","","","","","",968.,1440.,"","","","","","","sur la carte",1.
1652.,"inc","Favignana Island","Italy","Sicily","ita","","","","Aegadian Islands","inc","inc","inc","inc","Mediterranean region",19.8,"inc","inc",6.,"inc",37.926111,12.321111,3407.,"","","","","","","","","",1441.,"","","","","","","sur la carte",1.
1653.,"inc","Filicudi Island","Italy","Sicily","ita","","","","Aeolian Islands","inc","inc","inc","inc","Mediterranean region",9.49,"inc","inc",773.,"inc",38.571203,14.563933,235.,"","","","","","","","",969.,"","","","","","","","sur la carte",1.
1654.,"inc","Formica Island","Italy","Sicily","ita","","","","Aegadian Islands","inc","inc","inc","inc","Mediterranean region",0.04,"inc","inc","inc","inc",37.989167,12.425278,1.,"","","","","","","","","",1442.,"","","","","","","sur la carte",1.
1655.,"inc","Giglio Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",23.8,"inc","inc","inc","inc",42.35478,10.902901,1447.,"Isola del Giglio","","","","","","","",970.,"","","","","","","","sur la carte",1.
1656.,"inc","Gorgona Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",2.23,8.,3.587443946188341,254.,"inc",43.428543,9.89897,150.,"","","","","","","","",971.,"","","","","","","","sur la carte",1.
1657.,9.486832980505138,"Ischia Island","Italy","Napoli","ita","","","","Flegrean Islands",10.,10.,"Europe",10.,"Mediterranean region",46.3,34.,0.734341252699784,789.,"inc",40.716667,13.9,60335.,"","","","","","","","",972.,1443.,"","","","","","","sur la carte",1.
1658.,"inc","Isola di Capriara","Italy","Foggia","ita","","","","Tremiti Islands","inc","inc","inc","inc","Mediterranean region",0.45,4.7,10.444444444444445,53.,"inc",42.135759,15.512427,0.,"Capraia","","","","","","","","",1444.,"","","","","","","sur la carte",1.
1659.,27.906959819517752,"Lampedusa Island","Italy","Sicily","ita","","","","Pelagian Islands",18.,140.,"Africa",140.,"Mediterranean region",20.2,"inc","inc",133.,"inc",35.5,12.6,6304.,"Isola di Lampedusa","Isula de Lampidusa","","","","","","",973.,1445.,"","","","","","","sur la carte",1.
1660.,26.333362721493806,"Lampione Island","Italy","Sicily","ita","","","","Pelagian Islands",18.,122.,"Africa",122.,"Mediterranean region",0.04,"inc","inc",36.,"inc",35.551829,12.320849,0.,"Lampiuni","","","","","","","",974.,1446.,"","","","","","","sur la carte",1.
1661.,"inc","Levanzo Island","Italy","Sicily","ita","","","","Aegadian Islands","inc","inc","inc","inc","Mediterranean region",5.6,"inc","inc",278.,"inc",37.999722,12.334444,208.,"","","","","","","","","",1447.,"","","","","","","sur la carte",1.
1662.,"inc","Lido Island","Italy","Venice","ita","","","","Venetian Lagoon","inc","inc","inc","inc","Mediterranean region",4.,"inc","inc",3.,"inc",45.4121,12.3684,20000.,"Venice Lido","Lido di Venezia","","","","","","","",1448.,"","","","","","","sur la carte",1.
1663.,"inc","Linosa Island","Italy","Sicily","ita","","","","Pelagian Islands","inc","inc","inc","inc","Mediterranean region",5.43,"inc","inc",195.,"inc",35.866667,12.866667,433.,"Linusa","","","","","","","",975.,1449.,"","","","","","","sur la carte",1.
1664.,"inc","Lipari Island","Italy","Sicily","ita","","","","Aeolian Islands","inc","inc","inc","inc","Mediterranean region",37.6,"inc","inc",5.,"inc",38.488318,14.936105,12734.,"","","","","","","","",976.,"","","","","","","","sur la carte",1.
1665.,"inc","Maraone Island","Italy","Sicily","ita","","","","Aegadian Islands","inc","inc","inc","inc","Mediterranean region",0.05,"inc","inc","inc","inc",37.989722,12.414167,0.,"","","","","","","","","",1450.,"","","","","","","sur la carte",1.
1666.,"inc","Marettimo Island","Italy","Sicily","ita","","","","Aegadian Islands","inc","inc","inc","inc","Mediterranean region",12.3,"inc","inc",686.,"inc",37.972222,12.055556,684.,"Marrìtimu","","","","","","","","",1451.,"","","","","","","sur la carte",1.
1667.,"inc","Montecristo Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",10.39,0.645,0.062078922040423486,645.,"inc",42.34,10.32,2.,"Monte Cristo","","","","","","","",977.,"","","","","","","","sur la carte",1.
1668.,"","Murano Islands","Italy","Venice","ita","","","","Venetian Lagoon","inc","inc","inc","inc","Mediterranean region",1.53,"inc","inc","inc","inc",45.457596,12.351407,4712.,"Isole di Murano","","","","","","","","","1457, 1458, 1460, 1455, 1464, 1454, 1456","Île artificielle","","","","","","sur la carte",1.
1669.,"inc","Palmarola Island","Italy","Toscano","ita","","","","Pontine Islands","inc","inc","inc","inc","Mediterranean region",0.,"inc","inc","inc","inc",40.936058,12.860104,0.,"","","","","","","","",978.,"","","","","","","","sur la carte",1.
1670.,"inc","Panarea Island","Italy","Sicily","ita","","","","Aeolian Islands","inc","inc","inc","inc","Mediterranean region",3.4,"inc","inc",420.,"inc",38.63,15.07,280.,"","","","","","","","",979.,"","","","","","","","sur la carte",1.
1671.,"inc","Pantelleria Island","Italy","Sicily","ita","","","","","inc","inc","inc","inc","Mediterranean region",91.9,39.3,0.42763873775843303,836.,1.e6,36.833333,11.95,7665.,"","","","","","","","",980.,1452.,"","","","","","","sur la carte",1.
1672.,14.694417324475861,"Pianosa Island","Italy","Toscano","ita","","","","Tuscan Archipelago",13.,13.,"Europe",56.,"Mediterranean region",10.25,22.,2.1463414634146343,29.,"inc",42.583333,10.083333,10.,"Isola Pianosa","Pianosa","","","","","","",981.,1453.,"","","","","","","sur la carte",1.
1673.,"inc","Ponza Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",7.3,"inc","inc","inc","inc",40.912401,12.957858,"inc","","","","","","","","",982.,"","","","","","","","sur la carte",1.
1674.,"inc","Salina Island","Italy","Sicily","ita","","","","Aeolian Islands","inc","inc","inc","inc","Mediterranean region",27.,"inc","inc",962.,"inc",38.57,14.87,4000.,"","","","","","","","",983.,"","","","","","","","sur la carte",1.
1675.,"inc","San Domino Island","Italy","Foggia","ita","","","","Tremiti Islands","inc","inc","inc","inc","Mediterranean region",2.08,9.7,4.663461538461538,116.,"inc",42.11667,15.48333,236.,"Isola San Domino","","","","","","","","",1459.,"","","","","","","sur la carte",1.
1676.,"inc","San Giorgio Maggiore Island","Italy","Venice","ita","","","","Venetian Lagoon","inc","inc","inc","inc","Mediterranean region",0.1,"inc","inc","inc","inc",45.428056,12.343611,11.,"Saint-Georges-Majeur","","","","","","","","",1461.,"","","","","","","sur la carte",1.
1677.,"inc","San Nicola Island","Italy","Apulia","ita","","","","Tremiti Islands","inc","inc","inc","inc","Mediterranean region",0.42,"inc","inc",75.,"inc",42.12351,15.509546,131.,"Isola San Nicola","","","","","","","","",1462.,"","","","","","","sur la carte",1.
1678.,18.832396974191326,"San Pietro Island","Italy","Sardinia","ita","","","","Sardinia",4.,4.,"Africa",220.,"Mediterranean region",54.,33.8,0.6259259259259259,193.,1.e6,39.15,8.28,"inc","San Pietro","Isola di San Pietro","","","","","","",984.,1463.,"","","","","","","sur la carte",1.
1679.,17.660824098937518,"Sant'Antioco Island","Italy","Sardinia","ita","","","","Sardinia",2.,2.,"Africa",220.,"Mediterranean region",119.9,54.1,0.451209341117598,271.,1.e6,39.033333,8.416667,11730.,"Santu Antiogu","","","","","","","",985.,1465.,"","","","","","","sur la carte",1.
1680.,32.15725459366932,"Sardinia Island","Italy","Sardinia","ita","","","","Sardinia",15.,200.,"Europe",200.,"Mediterranean region",23949.,1099.2,0.045897532256044093,1834.,1.e6,40.1,9.1,1.625e6,"Sardegna","","","","","","","",986.,"","","","","","","","sur la carte",1.
1681.,5.196152422706632,"Sicily Island","Italy","Sicily","ita","","","","Sicily",3.,3.,"Europe",3.,"Mediterranean region",25662.4,990.5,0.03859732526965522,1950.,1.e6,37.55,14.25,5.036666e6,"Sicilia","","","","","","","",987.,1467.,"","","","","","","sur la carte",1.
1682.,17.28918183330308,"Stromboli Island","Italy","Sicily","ita","","","","Aeolian Islands",15.,36.,"Europe",55.,"Mediterranean region","inc","inc","inc",926.,"inc",38.789,15.213,"inc","Stròmbuli","Strongule-","","","","","","",988.,1468.,"","","","","","","sur la carte",1.
1683.,"inc","Ustica Island","Italy","Sicily","ita","","","","Sicily","inc","inc","inc","inc","Mediterranean region",8.24,"inc","inc",239.,"inc",38.706452,13.176041,1330.,"Ùstica","","","","","","","",989.,"","","","","","","","sur la carte",1.
1684.,"inc","Ventotene Island","Italy","Toscano","ita","","","","Tuscan Archipelago","inc","inc","inc","inc","Mediterranean region",1.54,"inc","inc",18.,"inc",40.793034,13.424714,"inc","Pandataria","Pandateria","Pandatoria","","","","","",990.,"","","","","","","","sur la carte",1.
1685.,13.218102647414414,"Vulcano Island","Italy","Sicily","ita","","","","Aeolian Islands",1.,20.,"Europe",60.,"Mediterranean region",20.87,"inc","inc",499.,"inc",38.4042,14.9658,715.,"Vurcanu","","","","","","","",991.,1469.,"","","","","","","sur la carte",1.
1686.,"inc","Zannone Island","Italy","Toscano","ita","","","","Pontine Islands","inc","inc","inc","inc","Mediterranean region",1.,"inc","inc","inc","inc",40.96843,13.055063,0.,"","","","","","","","",992.,"","","","","","","","sur la carte",1.
1687.,49.989994995795705,"Jamaica Island","Jamaica","","jam","","","","Greater Antilles",150.,150.,"North America",650.,"Atlantic region",11190.,693.7,0.06199285075960679,2256.,1.404e6,17.983333,-76.8,2.65e6,"","","","","","","","",993.,1470.,"","","","","","","sur la carte",1.
1688.,41.94944649547557,"Morant Cays","Jamaica","","jam","","","","Greater Antilles",60.,60.,"South America",700.,"Atlantic region",0.16,"inc","inc",5.,"inc",17.391921,-75.982736,"inc","","","","","","","","",994.,"","","","","","","","sur la carte",1.
1689.,46.457513110645905,"Pedro Cays","Jamaica","","jam","","","","Greater Antilles",100.,100.,"South America",700.,"Atlantic region",0.3,"inc","inc",5.,"inc",17.021703,-77.784738,"inc","Pedro Bank","","","","","","","",995.,"","","","Blower and Portland Rocks","","","","sur la carte",1.
1690.,14.140424332705791,"Jersey Island","United Kingdom","Bailiwick of Jersey","jey","","","chi","Channel Islands",27.,20.,"Europe",20.,"Atlantic region",116.,"inc","inc",143.,"inc",49.219152,-2.135696,76050.,"Bailiwick of Jersey","","","","","","","",1662.,1581.,"","","","","","","sur la carte",1.
1691.,"inc","The Minquiers","United Kingdom","Bailiwick of Jersey","jey","","","chi","Channel Islands","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",48.95,-2.133,"inc","Mîntchiers","The Minkies","","","","","","","",1582.,"","","","","","","pas sur la carte",1.
1692.,"inc","Aka Island","Japan","Okinawa","jpn","","","","Kerama Islands","inc","inc","inc","inc","Pacific region",3.8,"inc","inc","inc","inc",26.199002,127.280556,330.,"Akashima Island","Akajima Island","","","","","","","",1471.,"","","","","","","sur la carte",1.
1693.,"inc","Akusekijima Island","Japan","Kagoshina","jpn","","","","Tokara Islands","inc","inc","inc","inc","Pacific region",7.48999999999999,12.65,1.6889185580774388,584.,"inc",29.461389,129.596944,59.,"","","","","","","","","",1472.,"","","","","","","sur la carte",1.
1694.,55.11708697745938,"Amami Oshima Island","Japan","Kagoshima","jpn","","","","Ryukyu Islands",180.,180.,"Asia",800.,"Pacific region",712.39,461.1,0.6472578222602788,694.,"inc",28.283333,129.366667,73000.,"Okinawan","Uushima","","","","","","",996.,1473.,"","","","","","","sur la carte",1.
1695.,"inc","Ane-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",1.43,"inc","inc","inc","inc",26.552601,142.157221,0.,"Elder Sister Island","","","","","","","","",1474.,"","","","","","","sur la carte",1.
1696.,"inc","Ani-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",8.6,20.7,2.4069767441860463,254.,500000.,27.121389,142.214167,0.,"","","","","","","","",997.,1475.,"","","","","","","pas sur la carte",1.
1697.,"inc","Aogashima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",8.75,9.,1.0285714285714285,423.,"inc",32.457,139.767,195.,"\:9752\:30f6\:5cf6","","","","","","","","",1476.,"","","","","","","sur la carte",1.
1698.,"inc","Awaji Island","Japan","Hy\:014dgo","jpn","","","","","inc","inc","inc","inc","Pacific region",593.,"inc","inc","inc","inc",34.333333,134.833333,157000.,"Awajishima","","","","","","","","",1477.,"","","","","","","sur la carte",1.
1699.,"inc","Awa-shima","Japan","Nigata","jpn","","","","Honshu","inc","inc","inc","inc","Pacific region",9.86,23.,2.3326572008113593,256.6,"inc",34.273,133.631,"inc","Awa Sima","","","","","","","","",1478.,"","","","","","","sur la carte",1.
1700.,"inc","Bayonnaise Rocks","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",0.01,"inc","inc",11.,"inc",31.887222,139.917778,0.,"Beyone-su-retsugan","\:30d9\:30e8\:30cd\:30fc\:30b9\:5217\:5ca9","","","","","","","",1479.,"","","","","","","sur la carte",1.
1701.,"inc","Chiburijima","Japan","Shimane","jpn","","","","Oki","inc","inc","inc","inc","Pacific region",13.7,27.,1.9708029197080295,325.,"inc",36.016667,133.033333,650.,"\:77e5\:592b\:91cc\:5cf6","Chiburi-jima","","","","","","","",1480.,"","","","","","","sur la carte",1.
1702.,"inc","Chichijima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",25.,43.5,1.74,324.,500000.,27.066667,142.208333,2000.,"Chichi-jima","Peel Island","Chichi-jima","","","","","",998.,1481.,"","","","","","","pas sur la carte",1.
1703.,33.65783550941462,"D\:014dgojima","Japan","Honshu","jpn","","","","Oki Islands",60.,60.,"Asia",330.,"Pacific region",241.58,211.,0.8734166735656925,"inc","inc",36.233333,133.283333,14849.,"\:5cf6\:5f8c\:5cf6","D\:014dgo","","","","","","",999.,1483.,"","","","","","","sur la carte",1.
1704.,26.980871844071288,"Fukue-jima","Japan","Kyushu","jpn","","","","Got\:014d Islands",20.,70.,"Asia",200.,"Pacific region",0.,"inc","inc","inc","inc",32.683333,128.75,"inc","Fukue Island","","","","","","","",1000.,1485.,"","","","","","","sur la carte",1.
1705.,"inc","Geruma Island","Japan","Okinawa","jpn","","","","Kerama Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",26.18222,127.28889,"inc","Geruma-jima","Giruma","","","","","","","",1486.,"","","","","","","sur la carte",1.
1706.,"inc","Hachij\:014d-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",69.52,58.91,0.8473820483314154,854.,"inc",33.109444,139.791389,8363.,"\:516b\:4e08\:5cf6","Hachij\:014d Island","","","","","","","",1487.,"","","","","","","sur la carte",1.
1707.,"inc","Hachij\:014d-kojima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",0.06252,8.7,139.15547024952014,617.,"inc",33.125278,139.688333,0.,"\:516b\:4e08\:5c0f\:5cf6","","","","","","","","",1488.,"","","","","","","sur la carte",1.
1708.,"inc","Haha-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",21.9,44.7,2.041095890410959,463.,500000.,26.65,142.166667,450.,"Hillsborough Island","Hahajima-retto","Haha-jima","Mother Island","","","","",1001.,1489.,"","","","","","","sur la carte",1.
1709.,"inc","Hashima Island","Japan","Nagasaki","jpn","","","","","inc","inc","inc","inc","Pacific region",0.063,1.2,19.047619047619047,"inc","inc",32.627778,129.738333,0.,"Gunkanjima","Battleship Island","","","","","","","",1490.,"","","","","","","sur la carte",1.
