"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
2881.,17.74823934929885,"Farallon Islands","United States of America","California","usa","","","","Farallon Islands",35.,35.,"North America",35.,"Pacific region",0.41,"inc","inc","inc",1.e6,37.698406,-123.007191,"inc","","","","","","","","",1754.,"","","","","","","","sur la carte",1.
2882.,"inc","Fat Deer Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.735343,-81.011853,"inc","","","","","","","","","",2678.,"","","","","","","rattachée à une autre île",1.
2883.,"inc","Fidalgo Island","United States of America","Washington","usa","","","","","inc","inc","inc","inc","Pacific region",107.,"inc","inc","inc","inc",48.462222,-122.628611,15778.,"","","","","","","","","",2679.,"","","","","","","rattachée au continent",1.
2884.,"inc","Fiesta Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",0.11,"inc","inc","inc","inc",24.84086,-80.789788,"inc","Jew-Fish Kay","Jewfish Bush Key","Tropical Key","Greyhound Key","","","","","",2680.,"","","","","","","rattachée à une autre île",1.
2885.,"inc","Fleming Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.57991,-81.796045,"inc","","","","","","","","","",2681.,"","","","","","","rattachée à une autre île",1.
2886.,"inc","Folly Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",32.4,"inc","inc","inc","inc",32.660461,-79.9312,2116.,"","","","","","","","","",2682.,"","","","","","","rattachée au continent",1.
2887.,"inc","Ford Island","United States of America","Hawaii","usa","","","","Hawaiian Islands","inc","inc","inc","inc","Pacific region",1.83,"inc","inc","inc","inc",21.36389,-157.96028,368.,"Moku-umeume","Isle of Attraction","","","","","","","",2683.,"","","","","","","sur la carte",1.
2888.,"inc","French Frigate Shoals Atoll","United States of America","Hawaii","usa","","","","Hawaiian Islands","inc","inc","inc","inc","Pacific region",0.24891,"inc","inc",37.,"inc",23.86958,-166.28428,"inc","Makupapapa","Ka-nemiloha'i","","","","","","","",2684.,"","","","","","","sur la carte",1.
2889.,"inc","Frenchboro Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",12.48,"inc","inc",0.,"inc",44.118056,-68.3625,61.,"Frenchboro","","","","","","","","",2686.,"","","","","","","sur la carte",1.
2890.,"inc","Fripp Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",16.954,"inc","inc","inc","inc",32.324163,-80.478952,887.,"","","","","","","","","",2687.,"","","","","","","rattachée à une autre île",1.
2891.,3.82842712474619,"Galveston Island","United States of America","Texas","usa","","","","",1.,2.,"North America",2.,"Atlantic region",166.,"inc","inc",6.1,1.e6,29.223086,-94.923556,48726.,"","","","","","","","",1755.,2689.,"","","","","","","rattachée au continent",1.
2892.,"inc","Garden Key","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",0.17,"inc","inc","inc","inc",24.628137,-82.873227,"inc","","","","","","","","","",2690.,"","","","","","","sur la carte",1.
2893.,"inc","Gardiners Island","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",13.426,47.,3.5006703411291524,"inc","inc",41.096667,-72.104167,"inc","Gardiner's Island","","","","","","","","",2691.,"","","","","","","sur la carte",1.
2894.,"inc","Gardner Pinnacles","United States of America","Hawaii","usa","","","","Hawaiian Islands","inc","inc","inc","inc","Pacific region",0.02403,"inc","inc",52.,"inc",25.017,-167.983,"inc","Puhahonu","","","","","","","","",2692.,"","","","","","","pas sur la carte",1.
2895.,"inc","Geiger Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",24.577919,-81.65936,"inc","","","","","","","","","",2693.,"","","","","","","rattachée à une autre île",1.
2896.,"inc","Gibbs Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.39353,-80.65733,"inc","Gibbes Island","","","","","","","","",2694.,"","","","","","","sur la carte",1.
2897.,"inc","Goose Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",0.015,"inc","inc","inc","inc",48.45786,-122.95721,0.,"","","","","","","","","",2696.,"","","","","","","pas sur la carte",1.
2898.,"inc","Governor Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region",0.0407,"inc","inc","inc","inc",41.255,-72.7559,"inc","","","","","","","","","",2697.,"","","","","","","sur la carte",1.
2899.,"inc","Governors Island","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",0.6961,"inc","inc","inc","inc",40.688992,-74.019029,"inc","","","","","","","","","",2698.,"","","","","","","sur la carte",1.
2900.,"inc","Grassy Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",3.65,"inc","inc","inc","inc",24.761777,-80.955291,974.,"","","","","","","","","",2701.,"","","","","","","sur la carte",1.
2901.,"inc","Gravina Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",245.,106.6,0.43510204081632653,832.,1.e6,55.3,-131.75,50.,"Gravina","","","","","","","",1756.,2702.,"","","","","","","sur la carte",1.
2902.,"inc","Great Cranberry Island","United States of America","Maine","usa","","","","Cranberry Isles","inc","inc","inc","inc","Atlantic region",4.05,"inc","inc","inc","inc",44.24675,-68.26613,47.,"","","","","","","","","",2704.,"","","","","","","sur la carte",1.
2903.,"inc","Great Diamond Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",1.683,"inc","inc","inc","inc",43.679167,-70.197222,91.,"","","","","","","","","",2705.,"","","","","","","sur la carte",1.
2904.,"inc","Great Duck Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",2.59,"inc","inc","inc","inc",44.152222,-68.248611,0.,"","","","","","","","","",2706.,"","","","","","","sur la carte",1.
2905.,"inc","Great Sitkin Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",156.,64.8,0.41538461538461535,1739.,1.e6,52.06,-176.08,0.,"Great Sitkin","","","","","","","",1757.,2707.,"","","","","","","sur la carte",1.
2906.,"inc","Great Wass Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",6.88,"inc","inc","inc","inc",44.4775,-67.585,"inc","","","","","","","","","",2708.,"","","","","","","sur la carte",1.
2907.,"inc","Kure Atoll","United States of America","Hawaii","usa","","","","Hawaiian Islands","inc","inc","inc","inc","Pacific region",0.86237,"inc","inc","inc","inc",28.393136,-178.29293,0.,"Ocean Island","Mokupa-papa","Green Island","Ocean Island","Kanemiloha'i","","","","",2709.,"","","","","","","sur la carte",1.
2908.,6.708203932499369,"Hagemeister Island","United States of America","Alaska","usa","","","","",5.,5.,"North America",5.,"Pacific region",312.4,108.3,0.34667093469910376,543.,1.e6,58.64,-160.95,0.,"Hagemeister","","","","","","","",1760.,2711.,"","","Walrus Islands, and Round Island","","","","sur la carte",1.
2909.,"inc","Harbor Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",3.2,"inc","inc","inc","inc",32.38797,-80.45288,"inc","","","","","","","","","",2712.,"","","","","","","rattachée à une autre île",1.
2910.,"inc","Hatteras Island","United States of America","North Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",0.18,"inc","inc","inc","inc",35.408333,-75.486944,4001.,"","","","","","","","","",2714.,"","","","","","","sur la carte",1.
2911.,"inc","Hawadax Island","United States of America","Hawaii","usa","","","","Hawaiian Islands","inc","inc","inc","inc","Pacific region",26.71,"inc","inc","inc","inc",51.800434,178.302952,0.,"Rat Island","","","","","","","","",2715.,"","","","","","","sur la carte",1.
2912.,109.49747468305833,"Hawaii Island","United States of America","Hawaii","usa","","","","Hawaiian Islands",50.,1800.,"North America",3600.,"Pacific region",10434.,473.8,0.045409239026260304,4169.,1.e6,19.5,-155.5,148677.,"Hawaii Big Island","Big Island","Island of Hawaii","","","","","",1761.,2716.,"","","","","","","sur la carte",1.
2913.,"inc","Hawkins Island","United States of America","Alaska","usa","","","","","inc","inc","inc","inc","Pacific region",175.,98.5,0.5628571428571428,565.,1.e6,60.527778,-146.049167,4.,"","","","","","","","",1762.,2717.,"","","","","","","sur la carte",1.
2914.,"inc","Heceta Island","United States of America","Alaska","usa","","","","Alexander Archipelago","inc","inc","inc","inc","Pacific region",181.,96.,0.5303867403314917,847.,1.e6,55.7614,-133.595,14.,"Heceta","","","","","","","",1763.,2718.,"","","","","","","sur la carte",1.
2915.,"inc","Henry Island","United States of America","Washington","usa","","","","San Juan Islands","inc","inc","inc","inc","Pacific region",4.126,"inc","inc","inc","inc",48.602734,-123.186388,0.,"","","","","","","","","",2719.,"","","","","","","sur la carte",1.
2916.,"inc","High Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",41.24926,-72.75788,"inc","","","","","","","","","",2721.,"","","","","","","sur la carte",1.
2917.,"inc","Hilton Head Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",107.1,"inc","inc",3.,"inc",32.21632,-80.75261,37099.,"","","","","","","","","",2723.,"","","","","","","sur la carte",1.
2918.,"inc","Hinchinbrook Island","United States of America","Alaska","usa","","","","","inc","inc","inc","inc","Pacific region",445.,181.7,0.408314606741573,887.,1.e6,60.4,-146.5,5.,"","","","","","","","",1764.,2724.,"","","","","","","sur la carte",1.
2919.,"inc","Hoffman Island","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",0.045,"inc","inc","inc","inc",40.57862,-74.05391,0.,"","","","","","","","","",2725.,"","","","","","","sur la carte",1.
2920.,"inc","Hog Island","United States of America","California","usa","","","","","inc","inc","inc","inc","Pacific region",0.01,"inc","inc","inc","inc",38.196267,-122.935,0.,"","","","","","","","","",2728.,"","","","","","","pas sur la carte",1.
2921.,"inc","Hog Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",1.335,"inc","inc","inc","inc",43.966667,-69.425,0.,"","","","","","","","","",2729.,"","","","","","","sur la carte",1.
2922.,"inc","Hope Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.3602,"inc","inc","inc","inc",43.705556,-70.116667,"inc","","","","","","","","","",2730.,"","","","","","","sur la carte",1.
2923.,"inc","Horse Island","United States of America","Connecticut","usa","","","","","inc","inc","inc","inc","Atlantic region",0.069,"inc","inc","inc","inc",41.244722,-72.757222,"inc","","","","","","","","","",2731.,"","","","","","","sur la carte",1.
2924.,"inc","Hospital Key","United States of America","Florida","usa","","","","Florida Keys","inc","inc","inc","inc","Atlantic region",0.004,"inc","inc",1.,"inc",24.647758,-82.852903,"inc","Middle Key","Sand Key","","","","","","","",2732.,"","","","","","","pas sur la carte",1.
2925.,"inc","House Island","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",0.1259,"inc","inc","inc","inc",43.652778,-70.209722,"inc","","","","","","","","","",2733.,"","","","","","","sur la carte",1.
2926.,"inc","Hunting Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",20.2343,"inc","inc","inc","inc",32.36631,-80.44455,0.,"Hunting Island State Park","","","","","","","","",2735.,"","","","","","","sur la carte",1.
2927.,"inc","Island of St James","United States of America","California","usa","","","","","inc","inc","inc","inc","Pacific region",0.01238,"inc","inc","inc","inc",37.767653,-123.099265,0.,"Isle of St James","","","","","","","","",2737.,"","","","","","","pas sur la carte",1.
2928.,"inc","Isle Au Haut","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",31.45,"inc","inc",0.,"inc",44.07258,-68.61252,73.,"","","","","","","","","",2738.,"","","","","","","sur la carte",1.
2929.,"inc","Isle of Hope","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region",4.7,"inc","inc",4.,"inc",31.96688,-81.06983,2402.,"","","","","","","","","",2739.,"","","","","","","rattachée au continent",1.
2930.,"inc","Isle of Meadows","United States of America","New York","usa","","","","","inc","inc","inc","inc","Atlantic region",0.4047,"inc","inc","inc","inc",40.576944,-74.203333,0.,"","","","","","","","","",2740.,"","","","","","","sur la carte",1.
2931.,"inc","Isle of Palms","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",11.5,"inc","inc",3.,"inc",32.78684,-79.7948,4133.,"Long Island","","","","","","","","",2741.,"","","","","","","sur la carte",1.
2932.,"inc","Islesboro","United States of America","Maine","usa","","","","","inc","inc","inc","inc","Atlantic region",36.52,"inc","inc",9.,"inc",44.308333,-68.903333,566.,"","","","","","","","","",2744.,"","","","","","","sur la carte",1.
2933.,"inc","James Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region","inc","inc","inc","inc","inc",32.72768,-79.95565,33781.,"","","","","","","","","",2746.,"","","","","","","rattachée au continent",1.
2934.,"inc","Jekyll Island","United States of America","Georgia","usa","","","","","inc","inc","inc","inc","Atlantic region",23.,13.,0.5652173913043478,"inc","inc",31.06857,-81.4134,"inc","","","","","","","","","",2749.,"","","","","","","sur la carte",1.
2935.,"inc","Johns Island","United States of America","South Carolina","usa","","","","","inc","inc","inc","inc","Atlantic region",217.,"inc","inc","inc","inc",32.7024,-80.04815,14000.,"John's Island","","","","","","","","",2750.,"","","","","","","sur la carte",1.
2936.,"inc","Kagalaska Island","United States of America","Alaska","usa","","","","Aleutian Islands","inc","inc","inc","inc","Pacific region",116.4,72.,0.6185567010309277,760.,1.e6,51.82,-176.36,0.,"Kagalaska","","","","","","","",1768.,2752.,"","","","","","","sur la carte",1.
